author,author-corrected,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,,,,,
Melanie Meng Xue,Melanie Meng Xue,Female,,,,,,,,,,
Mark Koyama,Mark Koyama,Male,,,,,,,,,,
Christoffer Koch,Christoffer Koch,Male,,,,,,,,,,
Jessie Jiaxu Wang,Jessie Jiaxu Wang,Female,,,,,,,,,,
Mark Paddrik,Mark Paddrik,Male,,,,,,,,,,
Noel Johnson,Noel Johnson,Male,,,,,,,,,,
Jean-Paul Carvalho,Jean-Paul Carvalho,Male,,,,,,,,,,
Bryan Leonard,Bryan Leonard,Male,,,,,,,,,,
Pablo Querubin,Pablo Querubin,Male,,,,,,,,,,
Taylor Jaworski,Taylor Jaworski,Male,,,,,,,,,,
Gregory Niemesh,Gregory Niemesh,Male,,,,,,,,,,
Nora Traum,Nora Traum,Female,,,,,,,,,,
Huixin Bi,Huixin Bi,Female,,,,,,,,,,
Rowena Gray,Rowena Gray,Female,,,,,,,,,,
Miguel Morin,Miguel Morin,Male,,,,,,,,,,
Paul Gaggl,Paul Gaggl,Male,,,,,,,,,,
Felipe Schwartzman,Felipe Schwartzman,Male,,,,,,,,,,
John Grigsby,John Grigsby,Male,,,,,,,,,,
Nicholas Carollo,Nicholas Carollo,Male,,,,,,,,,,
Changkeun Lee,Changkeun Lee,Male,,,,,,,,,,
Philipp Ager,Philipp Ager,Male,,,,,,,,,,
Peter Jensen,Peter Jensen,Male,,,,,,,,,,
Steven Smith,Steven Smith,Male,,,,,,,,,,
Eric Edwards,Eric Edwards,Male,,,,,,,,,,
Joshua Lewis,Joshua Lewis,Male,,,,,,,,,,
Thomas Winberry,Thomas Winberry,Male,,,,,,,,,,
Jeffrey R. Campbell,Jeffrey R. Campbell,Male,JEFFREY CAMPBELL,,,,,,,,,
Paul Ho,Paul Ho,Male,,,,,,,,,,
Hedibert F. Lopes,Hedibert F. Lopes,Male,,,,,,,,,,
Paolo Bonomolo,Paolo Bonomolo,Male,,,,,,,,,,
Guido Ascari,Guido Ascari,Male,,,,,,,,,,
Andrew L. Smith,Andrew L. Smith,Male,,,,,,,,,,
Pavel Krivenko,Pavel Krivenko,Male,,,,,,,,,,
Guillermo Cruces,Guillermo Cruces,Male,,,,,,,,,,
Rachel Cao,Rachel Cao,Female,,,,,,,,,,
Fabian Winkler,Fabian Winkler,Male,,,,,,,,,,
Sai Ma,Sai Ma,Male,,,,,,,,,,
Thomas Sampson,Thomas Sampson,Male,,,,,,,,,,
Julieta Caunedo,Julieta Caunedo,Female,,,,,,,,,,
Elisa Keller,Elisa Keller,Female,,,,,,,,,,
Gregor Schwerhoff,Gregor Schwerhoff,Male,,,,,,,,,,
Martin Stuermer,Martin Stuermer,Male,,,,,,,,,,
Sankar De,Sankar De,Male,,,,,,,,,,
Bharti Nandwani,Bharti Nandwani,Female,,,,,,,,,,
Erik Meyersson,Erik Meyersson,Male,,,,,,,,,,
Christopher Rauh,Christopher Rauh,Male,,,,,,,,,,
Noam Zussman,Noam Zussman,Male,,,,,,,,,,
Yael Elster,Yael Elster,Female,,,,,,,,,,
Abigail K. Wozniak,Abigail K. Wozniak,Female,,,,,,,,,,
Sarena Goodman,Sarena Goodman,Female,,,,,,,,,,
Kevin M. Stange,Kevin M. Stange,Male,,,,,,,,,,
Alejandro J. Ganimian,Alejandro J. Ganimian,Male,,,,,,,,,,
Abhijeet Singh,Abhijeet Singh,Male,,,,,,,,,,
Eric Nielsen,Eric Nielsen,Male,,,,,,,,,,
Adrien Matray,Adrien Matray,Male,,,,,,,,,,
Ting Xu,Ting Xu,Male,,,,,,,,,,
Felda Hardymon,Felda Hardymon,Male,,,,,,,,,,
William Gornall,William Gornall,Male,,,,,,,,,,
Francisco Queiro,Francisco Queiro,Male,,,,,,,,,,
Sampsa Samila,Sampsa Samila,Male,,,,,,,,,,
David Clingingsmith,David Clingingsmith,Male,,,,,,,,,,
Eric Lambin,Eric Lambin,Male,,,,,,,,,,
Joost de Laat,Joost De Laat,Male,,,,,,,,,,
Charlotte Stanton,Charlotte Stanton,Female,,,,,,,,,,
David Keiser,David Keiser,Male,,,,,,,,,,
Lint Barrage,Lint Barrage,Female,,,,,,,,,,
Laura A. Bakkensen,Laura A. Bakkensen,Female,,,,,,,,,,
James Rising,James Rising,Male,,,,,,,,,,
Spencer Reeder,Spencer Reeder,Male,,,,,,,,,,
James H. Stock,James H. Stock,Male,JAMES STOCK,,,,,,,,,
Jim Bushnell,Jim Bushnell,Male,,,,,,,,,,
Todd Gerarden,Todd Gerarden,Male,,,,,,,,,,
Kim Liu,Kim Liu,Female,,,,,,,,,,
Leslie A. Martin,Leslie A. Martin,Female,,,,,,,,,,
Makoto Tanaka,Makoto Tanaka,Male,,,,,,,,,,
Ignacia Mercadal,Ignacia Mercadal,Female,,,,,,,,,,
Fiona Burlig,Fiona Burlig,Female,,,,,,,,,,
Olivier Deschenes,Olivier Deschenes,Male,,,,,,,,,,
Amir Jina,Amir Jina,Male,,,,,,,,,,
Melanie E. Guldi,Melanie E. Guldi,Female,Melanie Guldi,,,,,,,,,
Shinsuke Tanaka,Shinsuke Tanaka,Male,,,,,,,,,,
Kensuke Teshima,Kensuke Teshima,Male,,,,,,,,,,
Renaud Coulomb,Renaud Coulomb,Male,,,,,,,,,,
James M. Sallee,James M. Sallee,Male,JAMES SALLEE,,,,,,,,,
Mathias Reynaert,Mathias Reynaert,Male,,,,,,,,,,
Robyn Meeks,Robyn Meeks,Female,,,,,,,,,,
Alec Brandon,Alec Brandon,Male,,,,,,,,,,
Christos Makridis,Christos Makridis,Male,,,,,,,,,,
Julian Reif,Julian Reif,Male,,,,,,,,,,
Ludovica Gazze,Ludovica Gazze,Female,,,,,,,,,,
Bingjing Li,Bingjing Li,Female,,,,,,,,,,
Jonathan M. Colmer,Jonathan M. Colmer,Male,Jonathan Colmer,,,,,,,,,
Payal Shah,Payal Shah,Female,,,,,,,,,,
Hélène Rey,HéLèNe Rey,Female,,,,,,,,,,
Stephen Williamson,Stephen Williamson,Male,,,,,,,,,,
Daniel Sanches,Daniel Sanches,Male,,,,,,,,,,
Benjamin Hebert,Benjamin Hebert,Male,,,,,,,,,,
Alexander Tepper,Alexander Tepper,Male,,,,,,,,,,
Falk Bräuning,Falk BräUning,Male,,,,,,,,,,
Maryam Farboodi,Maryam Farboodi,Female,,,,,,,,,,
Christiane J.S. Baumeister,Christiane J.S. Baumeister,Female,Christiane Baumeister,,,,,,,,,
Simone Manganelli,Simone Manganelli,Male,,,,,,,,,,
Davide Pettenuzzo,Davide Pettenuzzo,Male,,,,,,,,,,
Dimitris Korobilis,Dimitris Korobilis,Male,,,,,,,,,,
Jiangmin Xu,Jiangmin Xu,Male,,,,,,,,,,
Weikai Li,Weikai Li,Male,,,,,,,,,,
Zeynep Senyuz,Zeynep Senyuz,Female,,,,,,,,,,
Emre Yoldas,Emre Yoldas,Male,,,,,,,,,,
Mathias S. Kruttli,Mathias S. Kruttli,Male,,,,,,,,,,
Eben Lazarus,Eben Lazarus,Male,,,,,,,,,,
Mark W. Watson,Mark W. Watson,Male,,,,,,,,,,
Daniel Lewis,Daniel Lewis,Male,,,,,,,,,,
Martin M. Andreasen,Martin M. Andreasen,Male,,,,,,,,,,
Simon Riddell,Simon Riddell,Male,,,,,,,,,,
Kevin Cook,Kevin Cook,Male,,,,,,,,,,
Michael L. Anderson,Michael L. Anderson,Male,MICHAEL ANDERSON,,,,,,,,,
Patrick Turley,Patrick Turley,Male,,,,,,,,,,
Robert Scharff,Robert Scharff,Male,,,,,,,,,,
Andrew S. Hanks,Andrew S. Hanks,Male,,,,,,,,,,
Carolyn Gunther,Carolyn Gunther,Female,,,,,,,,,,
Jidong Huang,Jidong Huang,Male,,,,,,,,,,
John A. Tauras,John A. Tauras,Male,,,,,,,,,,
Michael F. Pesko,Michael F. Pesko,Male,,,,,,,,,,
Angelica C. Meinhofer,Angelica C. Meinhofer,Female,,,,,,,,,,
Claire Celerier,Claire Celerier,Female,,,,,,,,,,
Lara Loewenstein,Lara Loewenstein,Female,,,,,,,,,,
Ben Guttman-Kenney,Ben Guttman-Kenney,Male,,,,,,,,,,
John Gathergood,John Gathergood,Male,,,,,,,,,,
Stefan Hunt,Stefan Hunt,Male,,,,,,,,,,
Stefano Fiorin,Stefano Fiorin,Male,,,,,,,,,,
David Solomon,David Solomon,Male,,,,,,,,,,
Samuel Hartzmark,Samuel Hartzmark,Male,,,,,,,,,,
Simone G. Schaner,Simone G. Schaner,Female,,,,,,,,,,
Kristian Myrseth,Kristian Myrseth,Male,,,,,,,,,,
Dan Chapsky,Dan Chapsky,Male,,,,,,,,,,
Neha Bhargava,Neha Bhargava,Female,,,,,,,,,,
Brett R. Gordon,Brett R. Gordon,Male,BRETT GORDON,,,,,,,,,
Randall A. Lewis,Randall A. Lewis,Male,Randall Lewis,,,,,,,,,
Mo Xiao,Mo Xiao,Female,,,,,,,,,,
Philipp Herrmann,Philipp Herrmann,Male,,,,,,,,,,
Dominik Gutt,Dominik Gutt,Male,,,,,,,,,,
Mohammad S. Rahman,Mohammad S. Rahman,Male,,,,,,,,,,
Frank Nagle,Frank Nagle,Male,,,,,,,,,,
Olga Slivko,Olga Slivko,Female,,,,,,,,,,
Michael Kummer,Michael Kummer,Male,,,,,,,,,,
Sam Ransbotham,Sam Ransbotham,Male,,,,,,,,,,
Eric M. Overby,Eric M. Overby,Male,,,,,,,,,,
Michael C. Jernigan,Michael C. Jernigan,Male,,,,,,,,,,
L. Kamran Bilir,L. Kamran Bilir,Male,Kamran Bilir,,,,,,,,,
Keneth Arrow,Keneth Arrow,Male,,,,,,,,,,
Aija Leiponen,Aija Leiponen,Female,,,,,,,,,,
Llewellyn Thomas,Llewellyn Thomas,Male,,,,,,,,,,
Pantelis Koutroumpis,Pantelis Koutroumpis,Male,,,,,,,,,,
Chiara Farronato,Chiara Farronato,Female,,,,,,,,,,
Eytan Bakshy,Eytan Bakshy,Male,,,,,,,,,,
René F. Kizilcec,René F. Kizilcec,Male,,,,,,,,,,
Dean Eckles,Dean Eckles,Male,,,,,,,,,,
Amit Mehra,Amit Mehra,Male,,,,,,,,,,
Timothy J. DeStefano,Timothy J. Destefano,Male,,,,,,,,,,
Valentine Millot,Valentine Millot,Male,,,,,,,,,,
Lei Xu,Lei Xu,Male,,,,,,,,,,
Richard Kneller,Richard Kneller,Male,,,,,,,,,,
Andy Wu,Andy Wu,Male,,,,,,,,,,
Fujie Jin,Fujie Jin,Female,,,,,,,,,,
Ben Zou,Ben Zou,Male,,,,,,,,,,
Weiming Zhu,Weiming Zhu,Male,,,,,,,,,,
Lixin Tang,Lixin Tang,Male,,,,,,,,,,
Jingting Fan,Jingting Fan,Male,,,,,,,,,,
Filipa Reis,Filipa Reis,Female,,,,,,,,,,
Georgios Zervas,Georgios Zervas,Male,,,,,,,,,,
Greg Lewis,Greg Lewis,Male,,,,,,,,,,
Lesley Chiou,Lesley Chiou,Female,,,,,,,,,,
Jacob Robbins,Jacob Robbins,Male,,,,,,,,,,
Tim Lee,Tim Lee,Male,,,,,,,,,,
Felipe Valencia Caicedo,Felipe Valencia Caicedo,Male,,,,,,,,,,
Laurent Bach,Laurent Bach,Male,,,,,,,,,,
Raphael Franck,Raphael Franck,Male,,,,,,,,,,
Mi Luo,Mi Luo,Female,,,,,,,,,,
Ying Fan,Ying Fan,Female,,,,,,,,,,
Chenyu Yang,Chenyu Yang,Male,,,,,,,,,,
Kenneth Arrow,Kenneth Arrow,Male,,,,,,,,,,
Oyvind Thomassen,Oyvind Thomassen,Male,,,,,,,,,,
Howard Smith,Howard Smith,Male,,,,,,,,,,
Pasquale Schiraldi,Pasquale Schiraldi,Male,,,,,,,,,,
Kevin Williams,Kevin Williams,Male,,,,,,,,,,
Thomas Quan,Thomas Quan,Male,,,,,,,,,,
Fanyin Zheng,Fanyin Zheng,Female,,,,,,,,,,
Martin Schmalz,Martin Schmalz,Male,,,,,,,,,,
Jose Azar,Jose Azar,Male,,,,,,,,,,
Ari Hyytinen,Ari Hyytinen,Male,,,,,,,,,,
Elias Einio,Elias Einio,Male,,,,,,,,,,
Kieu-Trang Nguyen,Kieu-Trang Nguyen,Female,,,,,,,,,,
Xiaodong Liu,Xiaodong Liu,Unknown,,,,,,,,,,
Katharine G. Abraham,Katharine G. Abraham,Female,Katharine Abraham,,,,,,,,,
Josh Feng,Josh Feng,Male,,,,,,,,,,
Elizabeth Webster,Elizabeth Webster,Female,,,,,,,,,,
Atish R. Ghosh,Atish R. Ghosh,Male,,,,,,,,,,
Jonathan D. Ostry,Jonathan D. Ostry,Male,,,,,,,,,,
Dmitry Mukhin,Dmitry Mukhin,Male,,,,,,,,,,
Laura Souza,Laura Souza,Female,,,,,,,,,,
Ricardo J. Caballero,Ricardo J. Caballero,Male,RICARDO CABALLERO,,,,,,,,,
Laura Gardini,Laura Gardini,Female,,,,,,,,,,
Iryna Sushko,Iryna Sushko,Female,,,,,,,,,,
Sophie Guilloux-Nefussi,Sophie Guilloux-Nefussi,Female,,,,,,,,,,
Kenneth S. Rogoff,Kenneth S. Rogoff,Male,KENNETH ROGOFF,,,,,,,,,
Ilhyock Shim,Ilhyock Shim,Male,,,,,,,,,,
Boris Hofmann,Boris Hofmann,Male,,,,,,,,,,
Pablo Ottonello,Pablo Ottonello,Male,,,,,,,,,,
Peter C. Jones,Peter C. Jones,Male,,,,,,,,,,
Espen Henriksen,Espen Henriksen,Male,,,,,,,,,,
Ricardo M. Reyes-Heroles,Ricardo M. Reyes-Heroles,Male,Ricardo Reyes-Heroles,,,,,,,,,
Ida Hjortsoe,Ida Hjortsoe,Female,,,,,,,,,,
Tsvetelina G. Nenova,Tsvetelina G. Nenova,Female,,,,,,,,,,
Roberto Venturini,Roberto Venturini,Male,,,,,,,,,,
Manuel García-Santana,Manuel GarcíA-Santana,Male,,,,,,,,,,
Gary Lyn,Gary Lyn,Male,,,,,,,,,,
Konstantin Kucheryavyy,Konstantin Kucheryavyy,Male,,,,,,,,,,
Monika Mrázová,Monika MráZová,Female,,,,,,,,,,
Mathieu Parenti,Mathieu Parenti,Male,,,,,,,,,,
David Jinkins,David Jinkins,Male,,,,,,,,,,
Shengyu Li,Shengyu Li,Male,,,,,,,,,,
Rodrigo Adão,Rodrigo AdãO,Male,,,,,,,,,,
Jordan C. Kyle,Jordan C. Kyle,Male,,,,,,,,,,
Robert T. Jensen,Robert T. Jensen,Male,ROBERT JENSEN,,,,,,,,,
Lisa Laun,Lisa Laun,Female,,,,,,,,,,
Jesse M. Gregory,Jesse M. Gregory,Male,,,,,,,,,,
Yogita Shamdasani,Yogita Shamdasani,Female,,,,,,,,,,
Julien M. Lafortune,Julien M. Lafortune,Male,,,,,,,,,,
Eleanor Wiske Dillon,Eleanor Wiske Dillon,Female,Eleanor Dillon,,,,,,,,,
Corinne S. Low,Corinne S. Low,Female,,,,,,,,,,
Alexander Torgovitsky,Alexander Torgovitsky,Male,,,,,,,,,,
James P. Ziliak,James P. Ziliak,Male,,,,,,,,,,
Matias D. Cattaneo,Matias D. Cattaneo,Male,,,,,,,,,,
Xinwei Ma,Xinwei Ma,Male,,,,,,,,,,
Joshua Schwartzstein,Joshua Schwartzstein,Male,,,,,,,,,,
Claudia Landeo,Claudia Landeo,Female,,,,,,,,,,
Daniel Hemel,Daniel Hemel,Male,,,,,,,,,,
Betsey Stevenson,Betsey Stevenson,Female,"Betsey Stevenson, Ford School of Public Policy, University of Michigan",,,,,,,,,
Itzhak Ben-David,Itzhak Ben-David,Male,"Itzhak Ben-David, Fisher College of Business, Ohio State University",,,,,,,,,
Mirco Tonin,Mirco Tonin,Male,,,,,,,,,,
Saul Levmore,Saul Levmore,Male,,,,,,,,,,
Nicola Persico,Nicola Persico,Male,"Nicola Persico, Kellogg School, Northwestern University",,,,,,,,,
Simon Mongey,Simon Mongey,Male,,,,,,,,,,
Alessandro Gavazza,Alessandro Gavazza,Male,,,,,,,,,,
Gaetano Gaballo,Gaetano Gaballo,Male,,,,,,,,,,
Zsofia Barany,Zsofia Barany,Female,,,,,,,,,,
Christian Siegel,Christian Siegel,Male,,,,,,,,,,
Isaac Sorkin,Isaac Sorkin,Male,,,,,,,,,,
Hector Chade,Hector Chade,Male,,,,,,,,,,
David D. Ratner,David D. Ratner,Male,,,,,,,,,,
Suphanit Piyapromdee,Suphanit Piyapromdee,Female,,,,,,,,,,
Adrien Auclert,Adrien Auclert,Male,,,,,,,,,,
Christian Proebsting,Christian Proebsting,Male,,,,,,,,,,
Tony Zhang,Tony Zhang,Male,,,,,,,,,,
Zachary R. Stangebye,Zachary R. Stangebye,Male,,,,,,,,,,
Giordano Mion,Giordano Mion,Male,,,,,,,,,,
Yukiko Saito,Yukiko Saito,Female,,,,,,,,,,
Alireza Tahbaz-Salehi,Alireza Tahbaz-Salehi,Male,,,,,,,,,,
Brian Lucking,Brian Lucking,Male,,,,,,,,,,
Oliver Bush,Oliver Bush,Male,,,,,,,,,,
David Aikman,David Aikman,Male,,,,,,,,,,
Jon S. Cohen,Jon S. Cohen,Male,,,,,,,,,,
Richard T. Thakor,Richard T. Thakor,Male,,,,,,,,,,
Daniel Villar,Daniel Villar,Male,,,,,,,,,,
Patrick K. Sun,Patrick K. Sun,Male,Patrick Sun,,,,,,,,,
Laurence M. Ball,Laurence M. Ball,Male,,,,,,,,,,
Zhen Yan,Zhen Yan,Male,,,,,,,,,,
Benjamin Kay,Benjamin Kay,Male,,,,,,,,,,
Cindy Vojtech,Cindy Vojtech,Female,,,,,,,,,,
Greg Kurtzon,Greg Kurtzon,Male,,,,,,,,,,
Gordon Philipps,Gordon Philipps,Male,,,,,,,,,,
Nicola Fuchs-Schündeln,Nicola Fuchs-Schündeln,Female,NICOLA FUCHS-SCHUNDELN,Nicola Fuchs-Schuendeln,,,,,,,,
Bettina Brueggemann,Bettina Brueggemann,Female,,,,,,,,,,
Avinash Gannamaneni,Avinash Gannamaneni,Male,,,,,,,,,,
Robert Kulick,Robert Kulick,Male,,,,,,,,,,
Geert Mesters,Geert Mesters,Male,,,,,,,,,,
Regis Barnichon,Regis Barnichon,Male,,,,,,,,,,
Serguey Braguinksy,Serguey Braguinksy,Male,,,,,,,,,,
Hubert Janicki,Hubert Janicki,Male,,,,,,,,,,
Joyce Hahn,Joyce Hahn,Female,,,,,,,,,,
Eugenio Pinto,Eugenio Pinto,Male,,,,,,,,,,
Alice Henriques,Alice Henriques,Female,,,,,,,,,,
Elizabeth Forsythe,Elizabeth Forsythe,Female,,,,,,,,,,
Mark L. Egan,Mark L. Egan,Male,Mark Egan,,,,,,,,,
Megha Patnaik,Megha Patnaik,Female,,,,,,,,,,
Jeffry Freiden,Jeffry Freiden,Male,,,,,,,,,,
Walter Steingress,Walter Steingress,Male,,,,,,,,,,
Matthew Gudgeon,Matthew Gudgeon,Male,,,,,,,,,,
Matt Taddy,Matt Taddy,Male,,,,,,,,,,
Andrea Guariso,Andrea Guariso,Male,,,,,,,,,,
Juan Vargas,Juan Vargas,Male,,,,,,,,,,
Dario Romero,Dario Romero,Male,,,,,,,,,,
Olle Folke,Olle Folke,Male,,,,,,,,,,
Johanna Rickne,Johanna Rickne,Female,,,,,,,,,,
MelWin Khaw,Melwin Khaw,Male,,,,,,,,,,
Leslie Shen,Leslie Shen,Female,,,,,,,,,,
Arturo Infante,Arturo Infante,Male,,,,,,,,,,
Jonathan Goupille-Lebret,Jonathan Goupille-Lebret,Male,,,,,,,,,,
Giogia Maffini,Giogia Maffini,Unknown,,,,,,,,,,
Jing Xing,Jing Xing,Female,,,,,,,,,,
David G. Seim,David G. Seim,Male,,,,,,,,,,
Maria Polyakova,Maria Polyakova,Female,,,,,,,,,,
Kegon T.K. Tan,Kegon T.K. Tan,Male,,,,,,,,,,
Ruiqing Cao,Ruiqing Cao,Female,,,,,,,,,,
Elliot Anenberg,Elliot Anenberg,Male,,,,,,,,,,
Crocker Liu,Crocker Liu,Male,,,,,,,,,,
Campbell R. Harvey,Campbell R. Harvey,Male,,,,,,,,,,
Shivaram Rajgopal,Shivaram Rajgopal,Male,,,,,,,,,,
Steve Cecchetti,Steve Cecchetti,Male,,,,,,,,,,
Martin Nowak,Martin Nowak,Male,,,,,,,,,,
Mark Levonian,Mark Levonian,Male,,,,,,,,,,
Beverly Hirtle,Beverly Hirtle,Female,,,,,,,,,,
Anthony Saunders,Anthony Saunders,Male,,,,,,,,,,
Francesco Vallascas,Francesco Vallascas,Male,,,,,,,,,,
Jens Hagendorff,Jens Hagendorff,Male,,,,,,,,,,
Tanner Regan,Tanner Regan,Male,,,,,,,,,,
Daniel M. Sullivan,Daniel M. Sullivan,Male,,,,,,,,,,
Andrew Garin,Andrew Garin,Male,,,,,,,,,,
Elisabeth Ruth. Perlman,Elisabeth Ruth. Perlman,Female,Elisabeth Perlman,,,,,,,,,
Nikhil Naik,Nikhil Naik,Male,,,,,,,,,,
Giacomo A.M. Ponzetto,Giacomo A.M. Ponzetto,Male,GIACOMO PONZETTO,,,,,,,,,
Adam Storeygard,Adam Storeygard,Male,,,,,,,,,,
Quoc H. Nguyen,Quoc H. Nguyen,Male,,,,,,,,,,
Linh T. Tô,Linh T. Tô,Female,,,,,,,,,,
Meiping Sun,Meiping Sun,Unknown,,,,,,,,,,
Marlon Boarnet,Marlon Boarnet,Male,,,,,,,,,,
Peter Levell,Peter Levell,Male,,,,,,,,,,
Bulent Guler,Bulent Guler,Male,,,,,,,,,,
Yavuz Arslan,Yavuz Arslan,Male,,,,,,,,,,
Ulrike I. Steins,Ulrike I. Steins,Female,,,,,,,,,,
Elisabeth Proehl,Elisabeth Proehl,Female,,,,,,,,,,
Gisle J. Natvik,Gisle J. Natvik,Female,,,,,,,,,,
Martin B. Holm,Martin B. Holm,Male,,,,,,,,,,
Carlos Thomas,Carlos Thomas,Male,,,,,,,,,,
Galo Nuno Barrau,Galo Nuno Barrau,Male,,,,,,,,,,
Sebastian Kohls,Sebastian Kohls,Male,,,,,,,,,,
Tianfang Cui,Tianfang Cui,Unknown,,,,,,,,,,
Elin Halvorsen,Elin Halvorsen,Female,,,,,,,,,,
Joachim Hubmer,Joachim Hubmer,Male,,,,,,,,,,
Dmitri K. Koustas,Dmitri K. Koustas,Male,,,,,,,,,,
Matthieu Gomez,Matthieu Gomez,Male,,,,,,,,,,
Alexis A. Toda,Alexis A. Toda,Male,,,,,,,,,,
Emiliano Pagnotta,Emiliano Pagnotta,Male,,,,,,,,,,
Norman Schurhoff,Norman Schurhoff,Male,,,,,,,,,,
Marco Grotteria,Marco Grotteria,Male,,,,,,,,,,
Carlo Galli,Carlo Galli,Male,,,,,,,,,,
Wenxi Liao,Wenxi Liao,Unknown,,,,,,,,,,
Tobias J. Moskowitz,Tobias J. Moskowitz,Male,TOBIAS MOSKOWITZ,TOBY MOSKOWITZ,,,,,,,,
Jordan Brooks,Jordan Brooks,Male,,,,,,,,,,
Bernard Herskovic,Bernard Herskovic,Male,,,,,,,,,,
Carlo Sommavilla,Carlo Sommavilla,Male,,,,,,,,,,
Giovanni Dell'Ariccia,Giovanni Dell'Ariccia,Male,,,,,,,,,,
Camelia Minoiu,Camelia Minoiu,Female,,,,,,,,,,
Lev Ratnovski,Lev Ratnovski,Male,,,,,,,,,,
Prasanna Tantri,Prasanna Tantri,Male,,,,,,,,,,
Miguel Faria-e-Castro,Miguel Faria-E-Castro,Unknown,,,,,,,,,,
Matthew C. Plosser,Matthew C. Plosser,Male,Matthew Plosser,,,,,,,,,
Eduardo Dávila,Eduardo DáVila,Male,,,,,,,,,,
Urvi Neelakantan,Urvi Neelakantan,Female,,,,,,,,,,
David L. Zeke,David L. Zeke,Male,,,,,,,,,,
Magnus Dahlquist,Magnus Dahlquist,Male,,,,,,,,,,
Roine Vestman,Roine Vestman,Male,,,,,,,,,,
Enrico C. Perotti,Enrico C. Perotti,Male,ENRICO PEROTTI,,,,,,,,,
Robin J. Döttling,Robin J. DöTtling,Unknown,,,,,,,,,,
Nicolas Crouzet,Nicolas Crouzet,Male,,,,,,,,,,
Jun Li,Jun Li,Unknown,,,,,,,,,,
Christian Schlag,Christian Schlag,Male,,,,,,,,,,
Lucia Corno,Lucia Corno,Female,,,,,,,,,,
Nicole Hildebrandt,Nicole Hildebrandt,Female,,,,,,,,,,
Michelle M. Marcus,Michelle M. Marcus,Female,,,,,,,,,,
Quentin O. Brummet,Quentin O. Brummet,Male,,,,,,,,,,
Maria Micaela Sviatschi,Maria Micaela Sviatschi,Female,,,,,,,,,,
Orla Doyle,Orla Doyle,Female,,,,,,,,,,
Fernanda Marquez-Padilla,Fernanda Marquez-Padilla,Female,,,,,,,,,,
Molly A. Martin,Molly A. Martin,Female,,,,,,,,,,
Theodore F. Figinski,Theodore F. Figinski,Male,,,,,,,,,,
Michel Grosz,Michel Grosz,Male,,,,,,,,,,
Kathleen McGinn,Kathleen Mcginn,Female,,,,,,,,,,
Rebecca Thornton,Rebecca Thornton,Female,,,,,,,,,,
Alan Griffith,Alan Griffith,Male,,,,,,,,,,
Clara Delavallade,Clara Delavallade,Female,,,,,,,,,,
Michael Stevens,Michael Stevens,Male,,,,,,,,,,
Elizabeth Mokyr Horner,Elizabeth Mokyr Horner,Female,,,,,,,,,,
Marianne Simonsen,Marianne Simonsen,Female,,,,,,,,,,
Alessandra Fenizia,Alessandra Fenizia,Female,,,,,,,,,,
Kelly Bedard,Kelly Bedard,Female,,,,,,,,,,
Sarah Bana,Sarah Bana,Female,,,,,,,,,,
Zongbo Huang,Zongbo Huang,Male,,,,,,,,,,
Sylvain Catherine,Sylvain Catherine,Male,,,,,,,,,,
Chiara Fumagalli,Chiara Fumagalli,Female,,,,,,,,,,
Giacinta Cestone,Giacinta Cestone,Female,,,,,,,,,,
Giiovanni Pica,Giiovanni Pica,Male,,,,,,,,,,
Qiping Xu,Qiping Xu,Female,,,,,,,,,,
Rui C. Silva,Rui C. Silva,Male,,,,,,,,,,
Viktor Thell,Viktor Thell,Male,,,,,,,,,,
Stefan Lewellen,Stefan Lewellen,Male,,,,,,,,,,
Brian S. Chen,Brian S. Chen,Male,,,,,,,,,,
Dong Lee,Dong Lee,Male,,,,,,,,,,
Han Shin,Han Shin,Male,,,,,,,,,,
Steven Mello,Steven Mello,Male,,,,,,,,,,
Felipe M. Gonçalves,Felipe M. Gonçalves,Male,Felipe M. Goncalves,,,,,,,,,
Anuj K. Shah,Anuj K. Shah,Male,,,,,,,,,,
Alissa Fishbane,Alissa Fishbane,Female,,,,,,,,,,
Robert M. Gonzalez,Robert M. Gonzalez,Male,,,,,,,,,,
Sarah A G. Komisarow,Sarah A G. Komisarow,Female,,,,,,,,,,
Gabriel Ulyssea,Gabriel Ulyssea,Male,,,,,,,,,,
Robert P. Inman,Robert P. Inman,Male,ROBERT INMAN,,,,,,,,,
Michael Chirico,Michael Chirico,Male,,,,,,,,,,
Susan Niknami,Susan Niknami,Female,,,,,,,,,,
Hans Grönqvist,Hans GröNqvist,Male,,,,,,,,,,
Mikael Priks,Mikael Priks,Male,,,,,,,,,,
Ryan Fackler,Ryan Fackler,Male,,,,,,,,,,
Greg Midgette,Greg Midgette,Male,,,,,,,,,,
Leonard Wantchekon,Leonard Wantchekon,Male,,,,,,,,,,
Emilio Depetris-Chauvin,Emilio Depetris-Chauvin,Male,,,,,,,,,,
Donald Green,Donald Green,Male,,,,,,,,,,
Santiago Tobón,Santiago TobóN,Male,,,,,,,,,,
Daniel Ortega,Daniel Ortega,Male,,,,,,,,,,
Clement Imbert,Clement Imbert,Male,,,,,,,,,,
Sandip Sukhtankar,Sandip Sukhtankar,Male,,,,,,,,,,
Jeff B. Weaver,Jeff B. Weaver,Male,,,,,,,,,,
