author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Philippe Aghion,Taxation and Innovation,Harvard University,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 12",American Economic Association,Empirics of Growth,O4,Daron Acemoglu,Massachusetts Institute of Technology,,,,,,,,,,,PHILIPPE AGHION,Male,,,,,,NA,NA,NA,NA,NA,,
Philippe Bacchetta,On the Unstable Relationship between Exchange Rates and Macroeconomic Fundamentals,University of Lausanne,Jan 07 2011,2:30 PM,"Sheraton, Director's Row J",American Economic Association,Exchange Rate Modelling,F3,Philippe Bacchetta,University of Lausanne,Ken Kasa,Simon Fraser University,Pierre-Olivier Gourinchas,University of California-Berkeley,Jan Groen,Federal Reserve Bank of New York,Nelson Mark,University of Notre Dame,,,PHILIPPE BACCHETTA,Male,,,,,,NA,NA,NA,NA,NA,,
Philippe Bacchetta,Regulating Asset Price Risk,University of Lausanne,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 16",American Economic Association,New Approaches for Modeling Risk in Macroeconomics,E3,Helene Rey,London Business School,Cédric Tille,HEI Geneve,Nicolas Coeurdacier,London Business School,Karel Mertens,Cornell University,Tarek Hassan,University of Chicago,Philippe Bachetta,University of Lausanne,PHILIPPE BACCHETTA,Male,,,,,,NA,NA,NA,NA,NA,,
Pia Orrenius,Effects of the 1992 Chinese Student Protection Act,Federal Reserve Bank of Dallas,Jan 07 2011,12:30 PM,"Hyatt Regency, Granite C",Society of Government Economists,Economic Analysis of Illegal and Legal Immigration,F2,Bryan Roberts,Department of Homeland Security,,,,,,,,,,,PIA ORRENIUS,Female,,,,,,NA,NA,NA,NA,NA,,
Pierre Cahuc,Family Values and the Regulation of Labor,Ecole Polytechnique and CRES,Jan 08 2011,8:00 AM,"Sheraton, Denver",American Economic Association,"Ethnicity, Identity, and the Labor Market",J1,Laura Argys,University of Colorado-Denver,Ulf Rinne,IZA,Randall Akee,Tufts University,Murat Iyigun,University of Colorado-Boulder,Robert W. Fairlie,University of California-Santa Cruz,,,PIERRE CAHUC,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre Cahuc,"Produce or Speculate? Asset Bubbles, Occupational Choice and Efficiency",Ecole Polytechnique,Jan 07 2011,8:00 AM,"Sheraton, Director's Row E",American Economic Association,Evidence on Asset Price Bubbles,E3,Jonas Fisher,Federal Reserve Bank of Chicago,,,,,,,,,,,PIERRE CAHUC,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre Collin-Dufresne,The Determinants of the CDS-Bond Basis During the Financial Crisis of 2007-2009,Columbia University,Jan 07 2011,10:15 AM,"Marriott, Nat Hill",International Banking Economics & Finance Association,Lessons Learned from Empirical Studies of the Financial Crisis,G1,James Wilcox,"University of California, Berkeley",James A. Wilcox,University of California-Berkeley,,,,,,,,,PIERRE COLLIN-DUFRESNE,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre-Olivier Gourinchas,Financial Crises in Developed and Emerging Market Economies,University of California-Berkeley,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 14",American Economic Association,Financial Crises and Macroeconomics (AEJ-Macro Session),E3,Steven Davis,University of Chicago,,,,,,,,,,,PIERRE-OLIVIER GOURINCHAS,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre-Olivier Weill,Liquidity Shocks and Order Book Dynamics,University of California-Los Angeles,Jan 07 2011,2:30 PM,"Sheraton, Plaza Court 3",Econometric Society,Understanding Financial Markets and Institutions,G2,Lasse Pedersen,New York University,Joel Hasbrouck,New York University,Jules H. van Binsbergen,Stanford University,Joel Shapiro,Oxford University,,,,,PIERRE-OLIVIER WEILL,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre-Olivier Weill,Crises and Liquidity in Over-the-Counter Markets,University of California-Los Angeles,Jan 08 2011,10:15 AM,"Marriott, Colorado Salons C & D",American Finance Association,"Liquidity, Trading, and Frictions - Theory",G1,Peter Kondor,Central European University,Gustavo Manso,Massachusetts Institute of Technology,Stephane Guibaud,London School of Economics and Political Science,Ron Kaniel,Duke University,,,,,PIERRE-OLIVIER WEILL,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre-Philippe Combes,The Costs of Agglomeration: Land Prices in French Cities,University of Aix,Jan 08 2011,2:30 PM,"Marriott, Denver Suite I & II",American Real Estate & Urban Economic Association/American Economic Association,Agglomeration and Entrepreneurship,O4,Stuart Rosenthal,Syracuse University,Esteban Rossi-Hansberg,Princeton University,Curtis Simon,Clemson University,Francois Ortalo-Magne,University of Wisconsin,Jan Brueckner,University of California-Irvine,,,Pierre-Philippe Combes,Male,,,,,,NA,NA,NA,NA,NA,,
Pietro Veronesi,What Ties Return Volatilities to Price Valuations and Fundamentals?,University of Chicago,Jan 08 2011,8:00 AM,"Marriott, Colorado Salons I & J",American Finance Association,Term Structure and Volatility,G1,Scott Joslin,Massachusetts Institute of Technology,David Bates,University of Iowa,Philippe Mueller,London School of Economics and Political Science,Peter Feldhutter,Copenhagen Business School,Andrea Vedolin,University of Lugano,,,PIETRO VERONESI,Male,,,,,,NA,NA,NA,NA,NA,,
Pietro Veronesi,Investor and Central Bank Uncertainty and Fear Measures Embedded in Index Options,University of Chicago,Jan 08 2011,2:30 PM,"Sheraton, Spruce",American Economic Association,Financial Market Reactions to News,G1,Douglas Pearce,North Carolina State University,,,,,,,,,,,PIETRO VERONESI,Male,,,,,,NA,NA,NA,NA,NA,,
Prachi Mishra,"Three’s Company: Washington, Wall Street, and K Street",International Monetary Fund,Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 17",American Economic Association,Political Economy of the Financial Crisis,G2,Simon Johnson,Massachusetts Institute of Technology,Anton Korinek,University of Maryland,Joshua Rauh,Northwestern University,Paola Sapienza,Northwestern University,Serdar Dinc,Massachusetts Institute of Technology and Federal Reserve Bank of Chicago,,,Prachi Mishra,Female,,,,,,NA,NA,NA,NA,NA,,
Prakash Loungani,How Does Monetary Policy Affect the Term Structure of Inflation Forecasts?,International Monetary Fund,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 11",American Economic Association,Monetary Policy and the Term Structure of Forecasts,E5,Kajal Lahiri,University at Albany,Todd Clark,Federal Reserve Bank of Kansas City,Ruslan Bikbov,Federal Reserve Board,Min Wei,Federal Reserve Board,Arturo Estrella,Rensselaer Polytechnic Institute,,,Prakash Loungani,Male,,,,,,NA,NA,NA,NA,NA,,
Prakash Loungani,A Slippery Relationship: Cross-Country Evidence on the Changing Impact of Oil Prices on GDP,International Monetary Fund,Jan 07 2011,12:30 PM,"Hyatt Regency, Capitol 5",International Association for Energy Economics,Topics in Energy Modeling,Q4,Carol Dahl,Colorado School of Mines,,,,,,,,,,,Prakash Loungani,Male,,,,,,NA,NA,NA,NA,NA,,
Qingmin Liu,Mechanism Design for Efficient R&D Competition,University of Pennsylvania,Jan 09 2011,8:00 AM,"Sheraton, Century",American Economic Association,Innovation and Mechanism Design,L5,Hugo Hopenhayn,University of California-Los Angeles,,,,,,,,,,,Qingmin Liu,Male,,,,,,NA,NA,NA,NA,NA,,
Rabih Moussawi,The Behavior of Hedge Funds During Liquidity Crises,University of Pennsylvania,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons A & B",American Finance Association,Mutual Funds and Hedge Funds: Information and Behavior,G2,Marcin Kacperczyk,New York University,Stefan Nagel,Stanford University,Susan Kerr Christoffersen,McGill University,Robin Greenwood,Harvard Business School,Dimitri Vayanos,London School of Economics and Political Science,,,Rabih Moussawi,Male,,,,,,NA,NA,NA,NA,NA,,
Rachel Soloveichik,Does Modern Research Overestimate Intangible Capital Growth? A Case Study of Artistic Originals,Bureau of Economic Analysis,Jan 07 2011,8:00 AM,"Hyatt Regency, Granite C",Society of Government Economists,Measuring Intangibles as Capital in Federal Economic Statistics,O3,James Adams,Rensselaer Polytechnic Institute and NBER,Bronwyn Hall,"University of California-Berkeley, University of Maastricht, and NBER",James Adams,Rensselaer Polytechnic Institute and NBER,,,,,,,Rachel Soloveichik,Female,,,,,,NA,NA,NA,NA,NA,,
Rafael Lalive,Parental Leave and Mothers' Careers: The Relative Importance of Job Protection and Cash Benefits,University of Lausanne and CEPR,Jan 09 2011,8:00 AM,"Sheraton, Terrace",American Economic Association,Family Economics: New Results on Mothers' Labor Market Success and Children's Long-Run Wellbeing,J1,Joshua Angrist,Massachusetts Institute of Technology and NBER,Betsey Stevenson,University of Pennsylvania,David Blau,Ohio State University,Rafael Lalive,University of Lausanne and CEPR,Joshua D. Angrist,angrist@mit.edu,,,Rafael Lalive,Male,,,,,,NA,NA,NA,NA,NA,,
Rajkamal Iyer,Interbank Liquidity Crunch and the Firm Credit Crunch: Evidence from the 2007-2009 Crisis,Massachusetts Institute of Technology,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 12",American Economic Association,The Bank Capital Crunch and the Financial Crisis of 2007-2008: Micro-evidence from Europe,E5,Gregory Udell,Indiana University,Rajkamal Iyer,Massachusetts Institute of Technology,Gregory Udell,Indiana University,Ugo Albertazzi,Banca d'Italia,Jose-Luis Peydro,European Central Bank,,,RAJKAMAL IYER,Male,,,,,,NA,NA,NA,NA,NA,,
Rajkamal Iyer,Screening in New Credit Markets: Can Individual Lenders Infer Borrower Creditworthiness in Peer-to-Peer Lending?,University of Amsterdam,Jan 09 2011,8:00 AM,"Marriott, Colorado Salon F",American Finance Association,Empirical Issues in Financial Intermediation,G2,Manju Puri,Duke University,Nagpurnanand Prabhala,University of Maryland,Ronald Masulis,Vanderbilt University,Justin Murfin,Duke University,,,,,RAJKAMAL IYER,Male,,,,,,NA,NA,NA,NA,NA,,
Ralf Martin,"Carbon taxes, Path Dependency and Directed Technical Change: Evidence from the Auto Industry",London School of Economics,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 16",American Economic Association,Technological Innovation to Tackle Climate Change,O3,Nicholas Stern,London School of Economics,Nick Stern,London School of Economics,Mike Greenstone,Massachusetts Institute of Technology,Daron Acemoglu,Massachusetts Institute of Technology,Robin Burgess,London School of Economics,,,RALF MARTIN,Male,,,,,,NA,NA,NA,NA,NA,,
Raman Uppal,Stock Return Serial Dependence and Out-of-Sample Portfolio Performance,London Business School,Jan 07 2011,8:00 AM,"Marriott, Colorado Salons A & B",American Finance Association,Portfolio Choice: Theory and Evidence,G1,Francisco Gomes,London Busines School,Amir Yaron,University of Pennsylvania,Steffen Meyer,Goethe University Frankfurt,Jeffrey Brown,University of Illinois-Urbana-Champaign,Francisco Barillas,Emory University,,,RAMAN UPPAL,Male,,,,,,NA,NA,NA,NA,NA,,
Ran Duchin,The Dynamics of Cash,University of Michigan-Ann Arbor,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons G & H",American Finance Association,Capital Structure - Beyond Debt and Equity,G3,Gustavo Manso,Massachusetts Institute of Technology,Murillo Campello,University of Illinois-Urbana-Champaign,Hui Chen,Massachusetts Institute of Technology,Dmitry Livdan,University of California-Berkeley,Stewart Myers,Massachusetts Institute of Technology,,,RAN DUCHIN,Male,,,,,,NA,NA,NA,NA,NA,,
Ran Duchin,TARP Investments: Financials and Politics,University of Michigan,Jan 08 2011,8:00 AM,"Sheraton, Spruce",American Economic Association,Banking Regulation and Risk Sharing,G2,Robert DeYoung,University of Kansas,,,,,,,,,,,RAN DUCHIN,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Morck,"Information, Analysts, and Stock Return Comovement",University of Alberta,Jan 09 2011,1:00 PM,"Marriott, Colorado Salon E",American Finance Association,Analyst and Stock Price Information,G1,Wei Jiang,Columbia University,Russell Wermers,University of Maryland,Christopher Malloy,Harvard Business School,Ronnie Sadka,Boston College,Kelsey Wei,University of Texas-Dallas,,,RANDALL MORCK,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Reback,"Under Pressure: Job Security, Resource Allocation, and Productivity in Schools under NCLB","Barnard College, Columbia University",Jan 08 2011,10:15 AM,"Sheraton, Vail",American Economic Association,School Accountability and Student Outcomes: The Impact of No Child Left Behind,I2,Jonah Rockoff,Columbia Business School,David Figlio,Northwestern University,Steven G. Rivkin,Amherst College,Bruce Sacerdote,Dartmouth College,Brian A. Jacob,University of Michigan,,,Randall Reback,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Reback,Jockeying for Position: Strategic High School Choice Under Texas' Top Ten Percent Plan,"Barnard College, Columbia University",Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 12",American Economic Association,School Choice and School Quality,I2,Simon Burgess,University of Bristol,Brian Jacob,University of Michigan,Sandra Black,University of California-Los Angeles,Steve Rivkin,Amherst College,Jacob Vigdor,Duke University,,,Randall Reback,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Wright,A Dynamic Competitive (Search) Equilibrium Model of Adverse Selection,University of Wisconsin,Jan 08 2011,2:30 PM,"Sheraton, Plaza Court 1",Econometric Society,Macroeconomics and Finance,E0,,,,,,,,,,,,,RANDALL WRIGHT,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Wright,Sticky Prices?,University of Wisconsin,Jan 09 2011,1:00 PM,"Sheraton, Plaza Court 3",Econometric Society,Models of Pricing and Nominal Rigidities,E5,Ricardo Reis,Columbia University,Chris Edmond,New York University,Mirko Julian Wiederholt,Northwestern University,Virgiliu Midrigan,New York University,Jonathan Willis,Federal Reserve Bank of Kansas City,,,RANDALL WRIGHT,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Wright,Banking: A Mechanism Design Approach,University of Wisconsin-Madison,Jan 07 2011,2:30 PM,"Sheraton, Governor's Square 9",Econometric Society,The Role of Money and Banks,E5,,,Ruilin Zhou,Pennsylvania State University,David Andolfatto,Federal Reserve Bank of St. Louis,Warren Weber,Federal Reserve Bank of Minneapolis,Daniel Paravisini,Columbia University,,,RANDALL WRIGHT,Male,,,,,,NA,NA,NA,NA,NA,,
Randy Wright,"10:00 pm, Contractions – Rock",Guitar & Vocals,Jan 07 2011,8:00 PM,"Sheraton, South Convention Lobby",American Economic Association,Music Session,Z1,Orley Ashenfelter,Princeton University,,,,,,,,,,,RANDY WRIGHT,Male,,,,,,NA,NA,NA,NA,NA,,
Raphael Franck,"Trade, Taxes, and Terroir: Market Integration and the Rise of the French Regulatory State During the Third Republic",Bar-Ilan University,Jan 09 2011,10:15 AM,"Sheraton, Spruce",American Economic Association,Economic History,N4,Linda Carter,Baylor University,,,,,,,,,,,Raphael Franck,Male,,,,,,NA,NA,NA,NA,NA,,
Raven Molloy,The Post-Foreclosure Experience of US Households in the Current Housing Market Downturn,Federal Reserve Board of Governors,Jan 07 2011,2:30 PM,"Marriott, Denver Suite V & VI",American Real Estate & Urban Economic Association,"Mortgage, Pricing, Access to Credit, and Outcomes",E6,Peter Zorn,Freddie Mac,Neil Bhutta,Federal Reserve Board,Len Kiefer,Freddie Mac,Charles Capone,U.S. Department of Housing & Urban Development,Tracy Turner,Kansas State University,,,Raven Molloy,Female,,,,,,NA,NA,NA,NA,NA,,
Ravi Bansal,Liquidity and Financial Inter mediation,Duke University,Jan 08 2011,10:15 AM,"Marriott, Colorado Salons C & D",American Finance Association,"Liquidity, Trading, and Frictions - Theory",G1,Peter Kondor,Central European University,Gustavo Manso,Massachusetts Institute of Technology,Stephane Guibaud,London School of Economics and Political Science,Ron Kaniel,Duke University,,,,,RAVI BANSAL,Male,,,,,,NA,NA,NA,NA,NA,,
Rebecca Thornton,New Cell-Phone Networks in Malawi: Correlates of Service Rollout and Effects on Employment,University of Michigan,Jan 09 2011,1:00 PM,"Sheraton, Spruce",American Economic Association,Infrastructure in Developing Countries,O1,Marco Gonzalez-Navarro,University of California-Berkeley,Patrick Kline,University of California-Berkeley,Tavneet Suri,Massachusetts Institute of Technology,Sheetal Sekhri,University of Virginia,Maximo Torero,International Food Policy Research Institute,,,Rebecca Thornton,Female,,,,,,NA,NA,NA,NA,NA,,
Reint Gropp,The Impact of Public Guarantees on Bank Risk Taking: Evidence from a Natural Experiment,"European Business School-Wiesbaden, Germany",Jan 07 2011,8:00 AM,"Marriott, Colorado Salons G & H",American Finance Association,Financial Institutions and Risk Taking,G2,Jie Gan,Hong Kong University of Science & Technology (HKUST),Oguzhan Ozbas,University of Southern California-Marshall School of Business,Sreedhar Bharath,University of Michigan-Ann Arbor,James Barth,Auburn University,Paolo Fulghieri,University of North Carolina-Chapel Hill,,,Reint Gropp,Male,,,,,,NA,NA,NA,NA,NA,,
Rene M. Stulz,Financial Policies and the Financial Crisis: How Important Was the Systemic Credit Contraction for Industrial Corporations?,Ohio State University,Jan 09 2011,10:15 AM,"Marriott, Nat Hill",Association of Financial Economists,Liquidity and the Financial Crisis,G3,Anthony Saunders,New York University,Jarrad Harford,University of Washington,Shane Johnson,Texas A&M University,Viral Acharya,New York University,,,,,RENE M. STULZ,Male,René Stulz,René M. Stulz,RENE STULZ,,,NA,NA,NA,NA,NA,,
Rene M. Stulz,The Dark Side of Outside Directors: Do They Quit When They are Most Needed?,Ohio State University,Jan 07 2011,8:00 AM,"Marriott, Colorado Salon F",American Finance Association,Board of Directors,G3,Anil Shivdasani,University of North Carolina at Chapel Hill,Matthias Kahl,University of Colorado-Boulder,David Yermack,New York University,Michael Weisbach,Ohio State University,Kai Ki,University of British Columbia,,,RENE M. STULZ,Male,René Stulz,René M. Stulz,RENE STULZ,,,NA,NA,NA,NA,NA,,
Renfu Luo,Nutrition and Educational Performance in Rural China's Elementary Schools: Results of a Randomized Control Trial in Shaanxi Province,Center for Chinese Agricultural Policy,Jan 07 2011,8:00 AM,"Sheraton, Terrace",American Economic Association,Education in Developing Countries: Results from Randomized Control Trials in China,O1,Paul Glewwe,University of Minnesota,Esther Duflo,Massachusetts Institute of Technology,Karthik Muralidharan,University of California-San Diego,,,,,,,Renfu Luo,Male,,,,,,NA,NA,NA,NA,NA,,
Ricardo Lagos,Crises and Liquidity in Over-the-Counter Markets,New York University,Jan 08 2011,10:15 AM,"Marriott, Colorado Salons C & D",American Finance Association,"Liquidity, Trading, and Frictions - Theory",G1,Peter Kondor,Central European University,Gustavo Manso,Massachusetts Institute of Technology,Stephane Guibaud,London School of Economics and Political Science,Ron Kaniel,Duke University,,,,,RICARDO LAGOS,Male,,,,,,NA,NA,NA,NA,NA,,
Ricardo Nunes,News and Sovereign Default Risk in Small Open Economies,Federal Reserve Board,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 10",American Economic Association,Advances in International Macroeconomics,F4,Enrique Mendoza,University of Maryland and NBER,Bora Durdu,Federal Reserve Board,Pablo D'Erasmo,University of Maryland,Anton Korinek,University of Maryland,Vivian Yue,New York University,,,Ricardo Nunes,Male,,,,,,NA,NA,NA,NA,NA,,
Ricardo Reis,When Should Policymakers Make Announcements?,Columbia University,Jan 09 2011,8:00 AM,"Sheraton, Plaza Court 7",Econometric Society,Rational Inattention: Macro and Micro,E5,Christopher Sims,Princeton University,Tomasz Strzalecki,Harvard University,Stephen Morris,Princeton University,Antonella Tutino,Federal Reserve Board,Jordi Mondria,University of Toronto,,,RICARDO REIS,Male,,,,,,NA,NA,NA,NA,NA,,
Riccardo Colacito,International Asset Pricing with Risk-Sensitive Rare Events,University of North Carolina-Chapel Hill,Jan 09 2011,1:00 PM,"Sheraton, Plaza Court 1",American Economic Association,International Trade and Prices,F3,Ergys Islamaj,Vassar College,,,,,,,,,,,Riccardo Colacito,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Akresh,Productive Efficiency and the Scope for Cooperation in Polygynous Households,University of Illinois at Urbana-Champaign,Jan 08 2011,8:00 AM,"Hyatt Regency, Capitol 2",Agricultural & Applied Economics Association,"Cooperation, Reciprocity and Altruism in Developing Countries: The Household, the Village, and Beyond",O2,Steve Wu,Purdue University,Ethan Ligon,University of California-Berkeley,,,,,,,,,RICHARD AKRESH,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Baldwin,Gravity for Value Chains,Graduate Institute Geneva,Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 16",American Economic Association,Global Trade Dynamics in an Integrated World,F1,Jonathan Eaton,New York University,Andres Rodriguez-Clare,Pennsylvania State University,Steven J. Matusz,Michigan State University,Leonardo Iacovone,World Bank,David Hummels,Purdue University,,,RICHARD BALDWIN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Baldwin,Relocating the Value Chain: Offshoring and Agglomeration in the Global Economy,Graduate Institute Geneva,Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 16",American Economic Association,Global Trade Dynamics in an Integrated World,F1,Jonathan Eaton,New York University,Andres Rodriguez-Clare,Pennsylvania State University,Steven J. Matusz,Michigan State University,Leonardo Iacovone,World Bank,David Hummels,Purdue University,,,RICHARD BALDWIN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Blundell,Labour Supply Responses and the Extensive Margin,University College London,Jan 09 2011,10:15 AM,"Sheraton, Governor's Square 15",American Economic Association,Micro vs. Macro Labor Supply Elasticities,J2,Robert Hall,Stanford University,Robert Shimer,University of Chicago,Joseph Altonji,Yale University,Steve Davis,University of Chicago,David Card,University of California-Berkeley,,,Richard Blundell,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Burkhauser,Measuring the Impact of Health Insurance on Levels and Trends in Inequality and How Health Reform Could Affect Them,Cornell University,Jan 09 2011,10:15 AM,"Hyatt Regency, Capitol 7",Health Economics Research Organization/American Economic Association,Health Care Reform Issues,I1,Donald Yett,University of Southern California,Joseph Newhouse,Harvard University,Martin Gaynor,Carnegie Mellon University,Jon Gruber,Massachusetts Institute of Technology,,,,,RICHARD BURKHAUSER,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Green,Financial Expertise as an Arms Race,Carnegie Mellon University,Jan 08 2011,2:30 PM,"Sheraton, Spruce",American Economic Association,Financial Market Reactions to News,G1,Douglas Pearce,North Carolina State University,,,,,,,,,,,RICHARD GREEN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard K. Crump,Bootstrapping Density-Weighted Average Derivatives,Federal Reserve Bank of New York,Jan 09 2011,10:15 AM,"Sheraton, Colorado",Econometric Society,Practical and Robust Inference,C4,Matias Cattaneo,University of Michigan,,,,,,,,,,,Richard K. Crump,Male,Richard Crump,,,,,NA,NA,NA,NA,NA,,
Rob Gillezeau,The Impact of the Transatlantic Slave Trade on Political and Economic Institutions in Africa,University of Michigan,Jan 07 2011,10:15 AM,"Hyatt Regency, Mineral Hall G",Cliometrics Society,Topics on Slavery,N3,TBA TBA,TBA,TBA TBA,TBA,,,,,,,,,Rob Gillezeau,Male,,,,,,NA,NA,NA,NA,NA,,
Robert A. Margo,Race and Home Ownership from the End of the Civil War to the Present,Boston University,Jan 08 2011,10:15 AM,"Sheraton, Gold",American Economic Association,"Race, Property, and Segregation in Historical Perspective",J1,William Collins,Vanderbilt University,Fred H. Smith,Davidson College,Trevon D. Logan,Ohio State University,Thomas Cvrcek,Clemson University,Joseph P. Ferrie,Northwestern University,,,Robert A. Margo,Male,ROBERT MARGO,,,,,NA,NA,NA,NA,NA,,
Robert C. Johnson,Trade in Intermediate Inputs and Business Cycle Comovement,Dartmouth College,Jan 09 2011,1:00 PM,"Sheraton, Plaza Court 1",American Economic Association,International Trade and Prices,F3,Ergys Islamaj,Vassar College,,,,,,,,,,,Robert C. Johnson,Male,,,,,,NA,NA,NA,NA,NA,,
Robert C. Johnson,Trade in Intermediate Inputs and Business Cycle Comovement,Dartmouth College,Jan 09 2011,1:00 PM,"Sheraton, Plaza Court 1",American Economic Association,International Trade and Prices,F3,Ergys Islamaj,Vassar College,,,,,,,,,,,Robert C. Johnson,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Carroll,Corporate Taxes and Wages: Evidence from the 50 States,Tax Foundation and American University,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 10",American Economic Association,Who Bears the Corporate Income Tax? An Empirical Approach to Assessing Incidence,H2,Alan Auerbach,University of California-Berkeley,Alan Auerbach,University of California-Berkeley,Alison Felix,Federal Reserve Bank of Kansas City,li Liu,Rutgers University,Dhammika Dharmapala,University of Illinois,,,ROBERT CARROLL,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Clark,Price Negotiation in Differentiated Product Markets: The Case of Insured Mortgages in Canada,Université de Montréal,Jan 07 2011,10:15 AM,"Sheraton, Governor's Square 9",Industrial Organization Society,"Markets, Regulation, and Firm Behavior",L1,Francine Lafontaine,University of Michigan,Daniel Ackerberg,University of Michigan,Jeremy Fox,University of Michigan,John Asker,New York University,Justine Hastings,Brown University,,,ROBERT CLARK,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Johnson,Vertical Linkages and the Collapse of Global Trade,Dartmouth College,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 14",American Economic Association,The Great Trade Collapse of 2008-2009,F1,Gene Grossman,Princeton University,Brent Neiman,University of Chicago,Kalina Manova,Stanford University,Jonathan Eaton,Pennsylvania State University,Gene Grossman,Princeton University,,,Robert Johnson,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Kaestner,"Health Insurance, Health Care and Health of Mexican Immigrants",University of Illinois-Chicago and NBER,Jan 08 2011,12:30 PM,"Hyatt Regency, Capitol 7",Health Economics Research Organization,Health Insurance and Health Outcomes,I1,Michael Grossman,City University of New York Graduate Center and NBER,Thomas Stratmann,George Mason University,Joseph Price,Brigham Young University and NBER,Pamela Short Farley,Pennsylvania State University,,,,,Robert Kaestner,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Novy-Marx,Fiscal Imbalances and Borrowing Costs: Evidence from State Investment Losses,University of Chicago,Jan 07 2011,10:15 AM,"Sheraton, Silver",American Economic Association,Financial Markets and State and Local Government Borrowing,H7,James Poterba,Massachusetts Institute of Technology and NBER,Kim Rueben,Urban Institute,John Chalmers,University of Oregon,Andrew Biggs,American Enterprise Institute,David Joulfaian,U.S. Treasury Department,,,ROBERT NOVY-MARX,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Shiller,Economists as Worldly Philosophers,Yale University and Cowles Foundation,Jan 07 2011,10:15 AM,"Sheraton, Governor's Square 14",American Economic Association,Economics as a Moral Science,A2,B. Douglas Bernheim,Stanford University,,,,,,,,,,,Robert Shiller,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Shimer,A Dynamic Competitive (Search) Equilibrium Model of Adverse Selection,University of Chicago,Jan 08 2011,2:30 PM,"Sheraton, Plaza Court 1",Econometric Society,Macroeconomics and Finance,E0,,,,,,,,,,,,,ROBERT SHIMER,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Stavins,Interactions of National and Sub-National Climate Change Policies,Harvard University,Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 10",American Economic Association,Critical Issues in National Climate Policy Design,Q5,Robert Stavins,Harvard University,Brian Murray,Duke University,Meredith Fowlie,University of California-Berkeley,Dallas Burtraw,Resources for the Future,Matthew Kahn,University of California-Los Angeles,,,ROBERT STAVINS,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Town,The Price Effects of Hospital Mergers in a Bargaining Model,University of Minnesota,Jan 08 2011,2:30 PM,"Hyatt Regency, Mineral Hall D & E",International Health Economics Association,Bargaining and Competition in Health Care Markets,A1,Martin Gaynor,Carnegie Mellon University,William B. Vogt,University of Georgia,Daniel Ackerberg,University of Michigan,Marc Rysman,Boston University,,,,,ROBERT TOWN,Male,,,,,,NA,NA,NA,NA,NA,,
