author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Paulina Oliva,Does the Effect of Pollution on Infant Mortality Differ between Developing and Developed Countries? Evidence from Mexico City,University of California-Santa Barbara,Jan 05 2013,10:15 AM,"Hyatt, Randle D",American Economic Association,Economic Analysis of Environmental Policy,Q5,Don Fullerton,University of Illinois,V. Kerry Smith,Arizona State University,Catherine Wolfram,University of California-Berkeley,Janet Currie,Princeton University,Michael Hanemann,Arizona State University,,,PAULINA OLIVA,Female,,,,,,NA,NA,NA,NA,NA,,
Pauline Grosjean,"Learning, Political Attitudes and Crises: Lessons from Transition Countries",University of New South Wales,Jan 06 2013,8:00 AM,"Hyatt, Edward B & C",Association for Comparative Economic Studies,Historical and Contemporary Dimensions of Economic Transition: Evidence from the Life in Transition Survey,P2,Erik Berglöf,EBRD,Jeromin Zettelmeyer,EBRD,Martin Brown,University of St. Gallen,Ralph De Haas,EBRD,Ekaterina Zhuravskaya,Paris School of Economics and New Economic School,,,PAULINE GROSJEAN,Female,,,,,,NA,NA,NA,NA,NA,,
Pauline Grosjean,Household Debt and Economic Vulnerability During the Great Recession,University of New South Wales,Jan 06 2013,8:00 AM,"Hyatt, Edward B & C",Association for Comparative Economic Studies,Historical and Contemporary Dimensions of Economic Transition: Evidence from the Life in Transition Survey,P2,Erik Berglöf,EBRD,Jeromin Zettelmeyer,EBRD,Martin Brown,University of St. Gallen,Ralph De Haas,EBRD,Ekaterina Zhuravskaya,Paris School of Economics and New Economic School,,,PAULINE GROSJEAN,Female,,,,,,NA,NA,NA,NA,NA,,
Pavel Savor,Stock Market Beta and Average Returns on Macroeconomic Announcement Days,University of Pennsylvania,Jan 04 2013,2:30 PM,"Marriott, Marina Salon F",American Finance Association,Equity Risk Premium,G1,Jules van Binsbergen,Stanford University,Ralph Koijen,University of Chicago,Stefan Nagel,Stanford University,Viktor Todorov,Northwestern University,,,,,Pavel Savor,Male,,,,,,NA,NA,NA,NA,NA,,
Pavel Savor,"Status, Marriage, and Managers' Attitudes to Risk",University of Pennsylvania,Jan 04 2013,8:00 AM,"Marriott, Marina Salon D",American Finance Association,Behavioral Corporate Finance,G3,Malcolm Baker,Harvard Business School,Terence Burnham,Chapman University,Kelly Shue,University of Chicago,K.J. Martijn Cremers,University of Notre Dame,,,,,Pavel Savor,Male,,,,,,NA,NA,NA,NA,NA,,
Payal Shah,Empirically Testing the Determinants of Leakage in a General Equilibrium Model of Deforestation,University of Illinois-Urbana-Champaign,Jan 04 2013,10:15 AM,"Hyatt, Maggie",Association of Environmental & Resource Economists,Forests and Agriculture,Q1,Michael Roberts,North Carolina State University,Barrett Kirwan,University of Illinois-Urbana-Champaign,Michael Roberts,North Carolina State University,Jarrod Welch,National Bureau of Economic Research,Erica Field,Duke University,,,Payal Shah,Female,,,,,,NA,NA,NA,NA,NA,,
Pedro Bordalo,Salience and Consumer Choice,"Royal Holloway, University of London",Jan 06 2013,8:00 AM,"Hyatt, America's Cup C",Econometric Society,Beliefs Distortions and Welfare,D9,Markus Brunnermeier,Princeton University,Thomas Eisenbach,Federal Reserve Bank of New York,Alp Simsek,Harvard University,Larry Samuelson,Yale University,,,,,Pedro Bordalo,Male,,,,,,NA,NA,NA,NA,NA,,
Pedro Bordalo,Salience and Asset Prices,University of London,Jan 04 2013,10:15 AM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Advances in Behavioral Economics,D0,Nicholas Barberis,Yale University,Colin Camerer,California Institute of Technology,David I. Laibson,Harvard University,,,,,,,Pedro Bordalo,Male,,,,,,NA,NA,NA,NA,NA,,
Pengfei Wang,Banking Bubbles and Financial Crisis,Hong Kong University of Science and Technology,Jan 04 2013,10:15 AM,"Hyatt, Gregory A & B",American Economic Association,Financial Intermediation and Financial Crisis,E5,Jianjun Miao,Boston University,Anton Korinek,University of Maryland,Zhiguo He,University of Chicago,John Leahy,New York University,Simon Gilchrist,Boston University,,,PENGFEI WANG,Male,,,,,,NA,NA,NA,NA,NA,,
Per Krusell,Unions in a Frictional Labor Market,Stockholm University,Jan 06 2013,10:15 AM,"Hyatt, America's Cup A & B",Econometric Society,Labor Markets and the Aggregate Economy,J6,Iourii Manovskii,Economics University of Pennsylvania,,,,,,,,,,,PER KRUSELL,Male,,,,,,NA,NA,NA,NA,NA,,
Per Krusell,Energy-Saving Technical Change,IIES,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,PER KRUSELL,Male,,,,,,NA,NA,NA,NA,NA,,
Peter Christoffersen,The Economic Value of Realized Volatility: Using High-Frequency Returns for Option Valuation,University of Toronto,Jan 04 2013,10:15 AM,"Marriott, Cardiff & Carlsbad",American Finance Association,Options,G1,David Bates,University of Iowa,Nicola Fusari,Northwestern University,Lasse Pedersen,New York University,Hui Chen,Massachusetts Institute of Technology,Hao Zhou,Federal Reserve Board,,,PETER CHRISTOFFERSEN,Male,,,,,,NA,NA,NA,NA,NA,,
Peter Hinrichs,An Empirical Analysis of Racial Segregation in Higher Education,Georgetown University,Jan 04 2013,2:30 PM,"Hyatt, Manchester G",American Economic Association,The Economics of Higher Education,I2,Joshua Angrist,Massachusetts Institute of Technology,Sarah Reber,University of California-Los Angeles,Jeffrey Smith,University of Michigan,Jonathan Guryan,Northwestern University,Jesse Rothstein,University of California-Berkeley,,,Peter Hinrichs,Male,,,,,,NA,NA,NA,NA,NA,,
Peter Kondor,Trading and Information Diffusion in Over-the-Counter Markets,Central European University,Jan 04 2013,10:15 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Theories of Over-the-Counter Markets,G1,Ana Babus,Imperial College,Gara Afonso,Federal Reserve Bank of New York,Mikhail Golosov,Princeton University,Xavier Vives,IESE Business School,Gustavo Manso,University of California-Berkeley,,,Peter Kondor,Male,,,,,,NA,NA,NA,NA,NA,,
Peter Kuhn,Gender Discrimination in Job Ads: Evidence from China,University of California-Santa Barbara,Jan 05 2013,2:30 PM,"Hyatt, Madeleine C & D",Chinese Economists Society,Challenges for the Chinese Labor Market,J3,Klaus Zimmermann,Institute for the Study of Labor (IZA),Jeffrey Zax,University of Colorado-Boulder,Corrado Giulietti,IZA,Kailing Shen,Xiamen University,Albert Park,Hong Kong University of Science and Technology,Peter Kuhn,University of California-Santa Barbara,PETER KUHN,Male,,,,,,NA,NA,NA,NA,NA,,
Peter Kuhn,Gender Discrimination in Job Ads: Theory and Evidence,University of California-Santa Barbara,Jan 06 2013,10:15 AM,"Hyatt, Cunningham C",Econometric Society,New Evidence from Online Job Search (J64),,Marianna Kudlyak,Federal Reserve Bank of Richmond,Ryan Michaels,University of Rochester,Lisa Kahn,Yale University,Shigeru Fujita,Federal Reserve Bank of Philadelphia,Camille Landais,Stanford University,,,PETER KUHN,Male,,,,,,NA,NA,NA,NA,NA,,
Peter L. Rousseau,Wine as a Long-Term Investment,Vanderbilt University,Jan 06 2013,1:00 PM,"Hyatt, Emma A & B",American Economic Association,Asset Pricing,G1,Paul Laux,University of Delaware,,,,,,,,,,,PETER L. ROUSSEAU,Male,PETER ROUSSEAU,,,,,NA,NA,NA,NA,NA,,
Peter L. Rousseau,Politics on the Road to the U.S. Monetary Union,Vanderbilt University,Jan 05 2013,2:30 PM,"Hyatt, Edward A & B",American Economic Association,Financial Economic History,N1,Matthew Jaremski,Colgate University,,,,,,,,,,,PETER L. ROUSSEAU,Male,PETER ROUSSEAU,,,,,NA,NA,NA,NA,NA,,
Petra Moser,An Ear for your Quote. Patent Citations and the Size of Patented Inventions - Evidence from Hybrid Corn,Stanford University,Jan 05 2013,10:15 AM,"Hyatt, Molly A & B",American Economic Association,Secrecy and Innovation,O3,Ivan Png,National University of Singapore,Emeric Henry,Sciences Po,Francisco Ruiz-Aliseda,Ecole Polytechnique,Christian Helmers,Universidad Carlos III de Madrid,Petra Moser,Stanford University,Ivan P. Png,National University of Singapore,PETRA MOSER,Female,,,,,,NA,NA,NA,NA,NA,,
Philip Armour,Deconstructing income and income inequality measures: A cross walk from market income to comprehensive income,Cornell University,Jan 04 2013,10:15 AM,"Hyatt, Molly A & B",American Economic Association,Perspectives on Inequality and Mobility in the U.S.,D3,Robert Moffitt,Johns Hopkins University,James P. Ziliak,University of Kentucky,Robert Moffitt,Johns Hopkins University,,,,,,,Philip Armour,Male,,,,,,NA,NA,NA,NA,NA,,
Philip Oreopoulos,TBA,University of Toronto and NBER,Jan 05 2013,8:00 AM,"Hyatt, Randle D",American Economic Association,Topics in Education Policy,I2,John Ham,University of Maryland-College Park and IRP,,,,,,,,,,,PHILIP OREOPOULOS,Male,,,,,,NA,NA,NA,NA,NA,,
Philipp Koellinger,Meta-Analysis of Genome-Wide Association Studies of Well-Being,Erasmus University Rotterdam,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Genes and Economic Behavior,D8,David Laibson,Harvard University,David I. Laibson,Harvard University,Aldo Rustichini,University of Minnesota,Andrew Caplin,New York University,John Cawley,Cornell University,,,Philipp Koellinger,Male,,,,,,NA,NA,NA,NA,NA,,
Philipp Koellinger,Meta-Analysis of Genome-Wide Association Studies of Educational Attainment,Erasmus University Rotterdam,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Genes and Economic Behavior,D8,David Laibson,Harvard University,David I. Laibson,Harvard University,Aldo Rustichini,University of Minnesota,Andrew Caplin,New York University,John Cawley,Cornell University,,,Philipp Koellinger,Male,,,,,,NA,NA,NA,NA,NA,,
Philippe Aghion,"Carbon Taxes, Path Dependency and Directed Technical Change: Evidence from the Auto Industry",Harvard University,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,PHILIPPE AGHION,Male,,,,,,NA,NA,NA,NA,NA,,
Philippe Bacchetta,Capital Controls with International Reserve Accumulation: Can This Be Optimal?,University of Lausanne,Jan 06 2013,8:00 AM,"Hyatt, Cunningham A & B",Econometric Society,Offshoring and Technology Transfer,F2,Philippe Bacchetta,University of Lausanne,,,,,,,,,,,PHILIPPE BACCHETTA,Male,,,,,,NA,NA,NA,NA,NA,,
Philippe Mueller,Short-Run Bond Risk Premia,London School of Economics,Jan 05 2013,10:15 AM,"Marriott, Marina Salon G",American Finance Association,Real and Nominal Term Premia,G1,Gregory Duffee,Johns Hopkins University,Anna Cieslak,Northwestern University,Ivan Shaliastovich,University of Pennsylvania,Stefania D'Amico,Federal Reserve Board,,,,,Philippe Mueller,Male,,,,,,NA,NA,NA,NA,NA,,
Pierluigi Balduzzi,Survey Forecasts and the Time-Varying Second Moments of Stock and Bond Returns,Boston College,Jan 04 2013,8:00 AM,"Marriott, Balboa & Mission Hills",American Finance Association,Macro Uncertainty and Financial Volatility,G1,Mikhail Chernov,London School of Economics,Dana Kiku,University of Pennsylvania,Christopher Polk,London School of Economics,Stanley E. Zin,New York University,Daniel Paravisini,London School of Economics,,,Pierluigi Balduzzi,Male,,,,,,NA,NA,NA,NA,NA,,
Pierpaolo Battigalli,Self-confirming Equilibrium and Model Uncertainty,Bocconi University,Jan 06 2013,1:00 PM,"Hyatt, Emma C",American Economic Association,Econometrics,C1,Chris Bennett,Vanderbilt University,,,,,,,,,,,PIERPAOLO BATTIGALLI,Male,,,,,,NA,NA,NA,NA,NA,,
Pierpaolo Benigno,Debt Leveraging and the Exchange Rate,LUISS Guido Carli and NBER,Jan 05 2013,10:15 AM,"Hyatt, Gallery",Association for Comparative Economic Studies,"The Euro-Area Debt Crisis, Current Account Imbalances, and Economic Growth",F4,Christian Dreger,DIW Berlin,David Papell,University of Houston,Nicolas Veron,Bruegel and The Peterson Institute,David Kemme,University of Memphis,Josef Brada,Arizona State University,,,PIERPAOLO BENIGNO,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre Collin-Dufresne,The Determinants of the CDS-Bond Basis During the Financial Crisis of 2007-2009,Columbia University,Jan 06 2013,10:15 AM,"Marriott, Marina Salon G",American Finance Association,The Credit Crisis and Risk Management Instruments,G1,Andrea Buraschi,University of Chicago - Booth School of Business,Francis Longstaff,University of California-Los Angeles,Joshua Coval,Harvard Business School,Douglas Diamond,University of Chicago,,,,,PIERRE COLLIN-DUFRESNE,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre Collin-Dufresne,Endogenous Dividend Dynamics and the Term Structure of Dividend Strips,Columbia University,Jan 04 2013,10:15 AM,"Marriott, Marina Salon D",American Finance Association,Equity Risk Premia: Cross-Sectional Variation,G1,Nikolai Roussanov,University of Pennsylvania,Vito Gala,London Business School,Adlai Fisher,University of British Columbia,Lukas Schmid,Duke University,Johan Walden,University of California-Berkeley,,,PIERRE COLLIN-DUFRESNE,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre Collin-Dufresne,Do Prices Reveal the Presence of Informed Trading?,Columbia University,Jan 05 2013,10:15 AM,"Marriott, Balboa & Mission Hills",American Finance Association,"Liquidity, Trading, and Frictions",G1,Ronnie Sadka,Boston College,Kent Womack,University of Toronto,Kenneth Froot,NBER,Robert Korajczyk,Northwestern University,,,,,PIERRE COLLIN-DUFRESNE,Male,,,,,,NA,NA,NA,NA,NA,,
Pierre-Olivier Weill,The market for OTC Derivatives,University of California-Los Angeles,Jan 04 2013,10:15 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Theories of Over-the-Counter Markets,G1,Ana Babus,Imperial College,Gara Afonso,Federal Reserve Bank of New York,Mikhail Golosov,Princeton University,Xavier Vives,IESE Business School,Gustavo Manso,University of California-Berkeley,,,PIERRE-OLIVIER WEILL,Male,,,,,,NA,NA,NA,NA,NA,,
Piet Eichholtz,"CEO Overconfidence, Corporate Investment Activity, and Performance: Evidence from REITs",Maastricht University,Jan 05 2013,10:15 AM,"Marriott, Torrey Pines 2",American Real Estate & Urban Economic Association,Real Estate Investment Trusts (REITs),G1,Seow Eng Ong,National University of Singapore,Hendrik Devos,University of Texas-El Paso,Wenlan Qian,National University of Singapore,Walter Boudry,New York University,Nils Kok,Maastricht University,,,PIET EICHHOLTZ,Male,,,,,,NA,NA,NA,NA,NA,,
Pinar Karaca-Mandic,Evaluating the Short-Run Impact of Medical Loss Ratio Regulation on the Individual and Small Group Markets,University of Minnesota,Jan 05 2013,8:00 AM,"Marriott, Coronado Room",Health Economics Research Organization/American Economic Association,Early Effects of the 2010 Affordable Care Act,I1,Donald Yett,University of Southern California,Thomas Buchmueller,University of Michigan,Donald Kenkel,Cornell University,Michael E. Chernew,Harvard University,,,,,PINAR KARACA-MANDIC,Female,,,,,,NA,NA,NA,NA,NA,,
Prasanna Tambe,Examining Stated Reservation Wages in the Context of Job Boards,New York University,Jan 04 2013,10:15 AM,"Hyatt, Edward C",American Economic Association,The Economics and Economic Impact of New Screening Technologies,J7,Abigail Wozniak,University of Notre Dame,Amanda Pallais,Harvard University,Luke Chicoine,DePaul University,Abigail Wozniak,University of Notre Dame,Peter Kuhn,University of California-Santa Barbara,,,Prasanna Tambe,Male,,,,,,NA,NA,NA,NA,NA,,
Quamrul Ashraf,"Cultural Diversity, Geographical Isolation, and the Origin of the Wealth of Nations",Williams College,Jan 04 2013,2:30 PM,"Hyatt, Manchester A",American Economic Association,New Challenges for Growth in Historical Perspective,N3,Claude Diebolt,"CNRS, University of Strasbourg",Ahmed Rahman,U.S. Naval Academy,Emanuele Felice,Universitat Autonoma de Barcelona,Jean-Luc Demeulemeester,Université Libre de Bruxelles,Mike Haupert,University of Wisconsin-La Crosse,,,QUAMRUL ASHRAF,Male,,,,,,NA,NA,NA,NA,NA,,
Quamrul Ashraf,Genetic Diversity and Ethnic Civil Conflict,Williams College,Jan 06 2013,10:15 AM,"Hyatt, Randle A",American Economic Association,On the Historical Origins of Comparative Development,O1,Holger Strulik,University of Goettingen,Nathan Nunn,Harvard University,Hans-Joachim Voth,University Pompeu Fabra,Antonio Ciccone,University Pompeu Fabra,Stelios Michaelopolous,Brown University,,,QUAMRUL ASHRAF,Male,,,,,,NA,NA,NA,NA,NA,,
Rabih Moussawi,A Project-Level Analysis of Value Creation in Firms,University of Pennsylvania,Jan 05 2013,2:30 PM,"Marriott, Marina Salon F",American Finance Association,Corporate Finance and Product Markets,G3,Murillo Campello,Cornell University,Senay Agca,George Washington University,Yaniv Grinstein,Cornell University,Gordon Phillips,University of Southern California,Sudheer Chava,Georgia Institute of Technology,,,Rabih Moussawi,Male,,,,,,NA,NA,NA,NA,NA,,
Rabih Moussawi,Do Hedge Funds Manipulate Stock Prices?,University of Pennsylvania,Jan 06 2013,8:00 AM,"Marriott, Balboa & Mission Hills",American Finance Association,Hedge Funds,G2,Vikas Agarwal,Georgia State University,Wayne Ferson,University of Southern California,David Musto,University of Pennsylvania,Tobias Moskowitz,University of Chicago,Stavros Panageas,University of Chicago,,,Rabih Moussawi,Male,,,,,,NA,NA,NA,NA,NA,,
Rabih Moussawi,"ETFs, Arbitrage, and Contagion",University of Pennsylvania,Jan 06 2013,10:15 AM,"Marriott, Marina Salon D",American Finance Association,"Arbitrage, Trading, and Frictions",G1,Thierry Foucault,HEC Paris,Johan Hombert,HEC Paris,Robin Greenwood,Harvard Business School,Martin Oehmke,Columbia University,,,,,Rabih Moussawi,Male,,,,,,NA,NA,NA,NA,NA,,
Rachel Glennerster,Adolescent Empowerment and Female Schooling Attainment: Results from a Field Experiment in Rural Bangladesh,Massachusetts Institute of Technology,Jan 04 2013,2:30 PM,"Hyatt, Ford A",Association for Economic & Development Studies in Bangladesh,"Improving the Lives of Poor and Ultra-poor: Arsenic Information, Empowerment of Adolescents, Entrepreneurship, and SME",O1,Fahad Khalil,University of Washington,Pallab Mazumder,Florida International University,Craig Mcintosh,University of California-San Diego,Asadul Islam,Monash University,Forhad Shilpi,World Bank,,,Rachel Glennerster,Female,,,,,,NA,NA,NA,NA,NA,,
Rachel Soloveichik,Do-It-Yourself Home Improvement: Changes for Measured GDP and Long-Run Housing Values,Bureau of Economic Analysis,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Measurement Issues in the National Accounts,E0,Robert Feenstra,University of California-Davis,John Roberts,Federal Reserve Board,Marshall Reinsdorf,Bureau of Economic Analysis,Ron Borzekowski,Consumer Financial Protection Bureau,Kristopher Gerardi,Federal Reserve Bank of Atlanta,,,Rachel Soloveichik,Female,,,,,,NA,NA,NA,NA,NA,,
Raffaella Giacomini,Economic Theory and Forecasting,University College London,Jan 04 2013,2:30 PM,"Hyatt, Emma A & B",Econometric Society,Forecasting/Financial Econometrics,C5,Allan Timmermann,University of California-San Diego,Yanqin Fan,Vanderbilt University,Marcelo Moreira,FGV,Jesus Fernandez-Villaverde,University of Pennsylvania,Barbara Rossi,Universitat Pompeu Fabra,,,RAFFAELLA GIACOMINI,Female,,,,,,NA,NA,NA,NA,NA,,
Raffaella Sadun,Management as a Technology? New Empirics and Old Theories,Harvard University,Jan 06 2013,8:00 AM,"Hyatt, Manchester A",American Economic Association,Economics of Management and Organizations,L1,Robert Gibbons,Massachusetts Institute of Technology,,,,,,,,,,,RAFFAELLA SADUN,Female,,,,,,NA,NA,NA,NA,NA,,
Rajkamal Iyer,Understanding Bank Runs: Do Depositors Monitor Bank Runs?,Massachusetts Institute of Technology,Jan 05 2013,10:15 AM,"Marriott, Orlando",Association of Indian Economics & Financial Studies,Is There a Policy Paralysis?,O2,Amitrajeet Batabyal,Rochester Institute of Technology,Kalyan Chakraborty,Emporia State University,Keshab Bhattarai,University of Hull,Raja Kali,"HEC, Montreal",Anil Kumar,Federal Reserve Bank of Dallas,Kusum Mundra,Rutgers University,RAJKAMAL IYER,Male,,,,,,NA,NA,NA,NA,NA,,
Rajkamal Iyer,Understanding Bank Runs: Do Depositors Monitor Banks?,Massachusetts Institute of Technology,Jan 06 2013,1:00 PM,"Marriott, Balboa & Mission Hills",American Finance Association,Banking and Financial Institutions III,G2,Gary Gorton,Yale University,Marcel Fratzscher,European Central Bank,Pierre-Olivier Weill,University of California-Los Angeles,Krislert Samphantharak,University of California-San Diego,,,,,RAJKAMAL IYER,Male,,,,,,NA,NA,NA,NA,NA,,
Ralf Martin,"Carbon Markets, Carbon Prices and Innovation: Evidence from Interviews with Managers","Imperial College, London School of Economics",Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,RALF MARTIN,Male,,,,,,NA,NA,NA,NA,NA,,
Ralf Martin,"Carbon Taxes, Path Dependency and Directed Technical Change: Evidence from the Auto Industry","Imperial College, London School of Economics",Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,RALF MARTIN,Male,,,,,,NA,NA,NA,NA,NA,,
Ralf Meisenzahl,Credit Line Use and Availability in the Financial Crisis: The Importance of Hedging,Federal Reserve Board,Jan 04 2013,10:15 AM,"Marriott, Point Loma","International Banking, Economics & Finance Association",Trade Credit and Lines of Credit,G2,James Wilcox,University of California-Berkeley,Nada Mora,Federal Reserve Bank of Kansas City,Sumit Agarwal,National University of Singapore,Gregory Udell,Indiana University,Brandon Lockhart,University of Nebraska,,,Ralf Meisenzahl,Male,,,,,,NA,NA,NA,NA,NA,,
Ran Duchin,Peer Effects in Economic Attitudes,University of Michigan,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Social Interactions and Economic Choices,D8,Kenneth Ahern,University of Southern California,Hunt Allcott,New York University,Scott Carrell,University of California-Davis,Harrison Hong,Princeton University,Bruce Sacerdote,Dartmouth University,,,RAN DUCHIN,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Walsh,"Segregation, Race, and Ethnicity: New Evidence from American Cities, 1900-1930",University of Pittsburgh,Jan 05 2013,2:30 PM,"Hyatt, Emma C",Economic History Association,Migration,N3,Michael Haupert,University of Wisconsin-La Crosse,Michael Haupert,University of Wisconsin-La Crosse,Joseph Ferrie,Northwestern University,Suresh Naidu,Columbia University,Latika Chaudhary,Scripps College,,,RANDALL WALSH,Male,,,,,,NA,NA,NA,NA,NA,,
Randall Wright,"Buyers, Seller and Middlemen: Variations on Search-Theoretic Themes",University of Wisconsin,Jan 05 2013,8:00 AM,"Hyatt, America's Cup C",Econometric Society,Search and Mechanisms,J6,Benoit Julien,University of New South Wales,Michael Peters,University of British Columbia,John Kennes,Aarhus University,Gabriele Camera,Purdue University,Veronica Guerrieri,University of Chicago,,,RANDALL WRIGHT,Male,,,,,,NA,NA,NA,NA,NA,,
Raoul Minetti,"Credit Crunches, Asset Prices and Technological Change",Michigan State University,Jan 05 2013,10:15 AM,"Hyatt, Ford C",American Economic Association,Technological Change,O3,Arthur Diamond,University of Nebraska-Omaha,,,,,,,,,,,Raoul Minetti,Male,,,,,,NA,NA,NA,NA,NA,,
Raphael Schoenle,Inflation Dynamics during the Financial Crisis: Microeconomic Evidence on the Linkages between Price-Setting and Balance Sheet Conditions,Brandeis University,Jan 04 2013,2:30 PM,"Hyatt, Elizabeth Ballroom C",American Economic Association,"Markups, Customer Base and Business cycles",E2,Leena Rudanko,Boston University,Robert Hall,Stanford University,James Kahn,Yeshiva University,Christopher House,University of Michigan,Randall Wright,University of Wisconsin,,,Raphael Schoenle,Male,,,,,,NA,NA,NA,NA,NA,,
Raphael Schoenle,Market Structure and Pass-Through,Brandeis University,Jan 05 2013,10:15 AM,"Marriott, Malibu",International Economic & Finance Society,Exchange Rates and Prices,F3,Mario Crucini,Vanderbilt University,Michael Sposi,Federal Reserve Bank of Dallas,Robert J. Vigfusson,Federal Reserve Board,Scott Davis,Federal Reserve Bank of Dallas,Eric Bond,Vanderbilt University,,,Raphael Schoenle,Male,,,,,,NA,NA,NA,NA,NA,,
Raymond Fisman,The Impact of Cultural Aversion on Economic Exchange: Evidence from Shocks to Sino-Japanese Relations,Columbia University,Jan 04 2013,8:00 AM,"Marriott, Cardiff & Carlsbad",American Finance Association,International Corporate Finance and Development,G3,Randall Morck,University of Alberta,Pietro Veronesi,University of Chicago,Bernard Yeung,NUS Business School,Craig Doidge,University of Toronto,Jordan Siegel,Harvard Business School,,,RAYMOND FISMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Raymond Guiteras,Eliciting and Utilizing Willingness to Pay: Evidence from Field Trials in Northern Ghana,University of Michigan,Jan 04 2013,10:15 AM,"Hyatt, Gibbons",Econometric Society,Pricing of Health Goods in Developing Countries,D1,James Berry,Cornell University,Daniel E. Keniston,Yale University,Benjamin A. Olken,Massachusetts Institute of Technology,Pascaline Dupas,Stanford University,Aprajit Mahajan,Stanford University,,,RAYMOND GUITERAS,Male,,,,,,NA,NA,NA,NA,NA,,
Rebecca Henderson,"Performance Differences, Managerial Practices, and Relational Contracts",Harvard University,Jan 06 2013,8:00 AM,"Hyatt, Manchester A",American Economic Association,Economics of Management and Organizations,L1,Robert Gibbons,Massachusetts Institute of Technology,,,,,,,,,,,REBECCA HENDERSON,Female,,,,,,NA,NA,NA,NA,NA,,
Rebecca Thornton,Learning from Others' HIV Testing: Updating Beliefs and Responding to Risk,University of Michigan,Jan 05 2013,2:30 PM,"Hyatt, Manchester F",American Economic Association,HIV and Behavior Change,I1,Douglas Miller,University of California-Davis,Emily Oster,University of Chicago,Paul Gertler,University of California-Berkeley,Dana P. Goldman,University of Southern California,,,,,Rebecca Thornton,Female,,,,,,NA,NA,NA,NA,NA,,
Reena Aggarwal,The Role of Institutional Investors in Voting: Evidence from the Securities Lending Market,Georgetown University,Jan 06 2013,1:00 PM,"Marriott, Marina Salon G",American Finance Association,"Institutional Investors: Voting, Lending and Monitoring",G2,Ralph Walkling,Drexel University,David Musto,University of Pennsylvania,Victoria Ivashina,Harvard University,Jarrad Harford,University of Washington,,,,,REENA AGGARWAL,Female,,,,,,NA,NA,NA,NA,NA,,
Rema Hanna,Does the Effect of Pollution on Infant Mortality Differ between Developing and Developed Countries? Evidence from Mexico City,"Harvard University, NBER, and BREAD",Jan 05 2013,10:15 AM,"Hyatt, Randle D",American Economic Association,Economic Analysis of Environmental Policy,Q5,Don Fullerton,University of Illinois,V. Kerry Smith,Arizona State University,Catherine Wolfram,University of California-Berkeley,Janet Currie,Princeton University,Michael Hanemann,Arizona State University,,,Rema Hanna,Female,,,,,,NA,NA,NA,NA,NA,,
Remzi Kaygusuz,Child-Care Subsidies and Household Labor Supply,Sabanci University,Jan 06 2013,8:00 AM,"Hyatt, Randle E",American Economic Association,Families and the Macro Economy,E3,Michele Tertilt,University of Mannheim,Andrea Weber,University of Mannheim,Erica Field,Duke University,Nicola Fuchs-Schuendeln,Goethe University Frankfurt,Gordon B. Dahl,University of California-San Diego,,,REMZI KAYGUSUZ,Male,,,,,,NA,NA,NA,NA,NA,,
Ricardo Reis,"The mystique surrounding the central bank's balance sheet, applied to the European crisis",Columbia University,Jan 05 2013,2:30 PM,"Hyatt, Elizabeth Ballroom G",American Economic Association,Global Macro Policy and the Great Recession,F4,Matthew Shapiro,University of Michigan,Anil Kashyap,University of Chicago,Harald Uhlig,University of Chicago,Allen Sinai,Decision Economics,,,,,RICARDO REIS,Male,,,,,,NA,NA,NA,NA,NA,,
