author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Snehal Banerjee,Signal or noise? Uncertainty and learning about whether other traders are informed,Northwestern University,Jan 05 2014,1:00 PM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,Volatility and Returns,G1,Tyler Shumway,University of Michigan,,,,,,,,,,,Snehal Banerjee,Male,,,,,,NA,NA,NA,NA,NA
Song Han,Liquidity and Price Impacts of Financial Distress: Evidence from the Market for Defaulted Bonds,Federal Reserve Board,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,New Evidence on Fixed Income Liquidity,G1,Ingrid Werner,Ohio State University,Jack Bao,Ohio State University,Michael Fleming,Federal Reserve Bank of New York,Ben Iverson,Harvard University,Antje Berndt,Carnegie Mellon University,,,SONG HAN,Male,,,,,,NA,NA,NA,NA,NA
Soren Leth-Petersen,Active vs. Passive Decisions and Crowd-out in Retirement Savings Accounts: Evidence from Denmark,University of Copenhagen,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 204-C",American Economic Association,Behavioral Economics and Public Policy,H3,Hunt Allcott,New York University,John Beshears,Harvard University,Stefano DellaVigna,University of California-Berkeley,Joshua Schwartzstein,Dartmouth College,Stephan Meier,Columbia University,,,SOREN LETH-PETERSEN,Male,Søren Leth-Petersen,,,,,NA,NA,NA,NA,NA
Soren Leth-Petersen,Consumer Responses to Fiscal Stimulus Policy and the Households' Cost of Liquidity,University of Copenhagen,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-C",American Economic Association,Consumption and Debt Response to Income Shocks,E2,Christopher Carroll,Johns Hopkins University,Jonathan A. Parker,Northwestern University,David S. Johnson,US Census Bureau,Jane Dokko,Federal Reserve Board,Erik Hurst,University of Chicago,,,SOREN LETH-PETERSEN,Male,Søren Leth-Petersen,,,,,NA,NA,NA,NA,NA
Soren Leth-Petersen,Tax Reforms and Intertemporal Shifting of Wage Income: Evidence from Danish Monthly Payroll Records,University of Copenhagen and SFI,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,Big Data In Macroeconomics: New Insights from Large Administrative Datasets,E6,Fatih Guvenen,University of Minnesota and NBER,,,,,,,,,,,SOREN LETH-PETERSEN,Male,Søren Leth-Petersen,,,,,NA,NA,NA,NA,NA
Stacey Chen,The Great Stagnation of Taiwan,Academia Sinica,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 106-A",Chinese Economic Association in North America,Greater China and the World Economy II,F6,Xiaodong Zhu,University of Toronto,YinChi Wang,Chinese University of Hong Kong,Charles Leung,City University of Hong Kong,TszNga Wong,Bank of Canada,Zheng Michael Song,University of Chicago,,,STACEY CHEN,Female,,,,,,NA,NA,NA,NA,NA
Stavros Panageas,"Financial Entanglement: A Theory of Incomplete Integration, Leverage, Crashes, and Contagion",University of Chicago,Jan 04 2014,2:30 PM,"Loews Philadelphia Hotel, Millennium Hall",American Finance Association,The Consequences of Imperfect Financial Markets,G1,Zhiguo He,University of Chicago,David Sraer,Princeton University,Arvind Krishnamurthy,Northwestern University,Neng Wang,Columbia University,,,,,STAVROS PANAGEAS,Male,,,,,,NA,NA,NA,NA,NA
Stefan Hoderlein,A Triangular Treatment Effect Model With Random Coefficients in the Selection Equation,Boston College,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Identification and Estimation Nonseparable Models with Endogeneity,C0,Arthur Lewbel,Boston College,Whitney Newey,Massachusetts Insitute of Technology,Kirill Evdokimov,Princeton University,,,,,,,Stefan Hoderlein,Male,,,,,,NA,NA,NA,NA,NA
Stefan Nagel,The Liquidity Premium of Money Like Assets,Stanford University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 202-A",American Economic Association,Monetary Policy,E5,Eric Sims,University of Notre Dame,,,,,,,,,,,STEFAN NAGEL,Male,,,,,,NA,NA,NA,NA,NA
Stefan Petry,Are Credit Ratings Subjective? The Role of Credit Analysts in Determining Ratings,University of Melbourne,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Credit Rating Agencies,G2,Paolo Fulghieri,University of North Carolina-Chapel Hill,Bo Becker,Harvard Business School,Gunter Strobl,Frankfurt School of Management,Han Xia,University of Texas-Dallas,,,,,Stefan Petry,Male,,,,,,NA,NA,NA,NA,NA
Stefan Petry,Hedging Costs vs. Counterparty Risk: What Explains the Pricing of Structured Products during the 2007-2009 Financial Crisis?,University of Melbourne,Jan 03 2014,12:30 PM,"Loews Philadelphia Hotel, Commonwealth Hall A2","International Banking, Economics & Finance Association",Market Pricing and Credit Spreads,G1,Anastasios Malliaris,Loyola University,Jose Berrospide,Federal Reserve Board,Chen Zhou,De Nederlandsche Bank,Hector Perez-Saiz,Bank of Canada,Eiichiro Kazumori,University at Buffalo,,,Stefan Petry,Male,,,,,,NA,NA,NA,NA,NA
Stefano Eusepi,Five Facts (and Some Theory) about Expectations,Federal Reserve Bank of New York,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 106-B",Society of Government Economists,Information Rigidity in Survey Expectations,D8,Olivier Coibion,University of Texas-Austin,Paul Hubert,OFCE-Sciences PO,Benjamin K. Johannsen,Federal Reserve Board,Tara Sinclair,George Washington University,MIn Wei,Federal Reserve Board,,,Stefano Eusepi,Male,,,,,,NA,NA,NA,NA,NA
Stefano Giglio,No News is News: Do Markets Underreact to Nothing,University of Chicago,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,Behavioral Asset Pricing,G1,Nicholas Barberis,Yale University,Dong Lou,London School of Economics,Byoung-Hyoun Hwang,Purdue University,Kent Daniel,Columbia University,,,,,STEFANO GIGLIO,Male,,,,,,NA,NA,NA,NA,NA
Stefano Giglio,Systemic Risk and the Macroeconomy: An Empirical Evaluation,University of Chicago,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,"Firms, Uncertainty and the Business Cycle",E3,Alessandro Barbarino,Federal Reserve Board,,,,,,,,,,,STEFANO GIGLIO,Male,,,,,,NA,NA,NA,NA,NA
Stelios Michalopoulos,National Institutions and Subnational Development in Africa,Brown University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,History and Long-Term Development in Africa,O1,Leonard Wantchekon,Princeton University,Melissa Dell,Harvard University,David Albouy,University of Michigan,James Fenske,Oxford University,Hoyt Bleakley,University of Chicago,,,STELIOS MICHALOPOULOS,Male,,,,,,NA,NA,NA,NA,NA
Stephan Litschig,Policy Choices in Assembly vs. Representative Democracies: Evidence from Swiss Communes,Universitat Pompeu Fabra,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 109-B",American Economic Association,"Political Institutions, Representation and Policy",D7,Benjamin Olken,Massachusetts Institute of Technology,Tommaso Nannicini,Bocconi University,Anh Tran,Indiana University,Stephan Litschig,Universitat Pompeu Fabra,,,,,Stephan Litschig,Male,,,,,,NA,NA,NA,NA,NA
Stephan Meier,Does Poverty Affect Economic Decision-Making? Experimental Evidence from Changes in Financial Strain at Payday,Columbia University,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 202-B",American Economic Association,Poverty,I3,Gary Hoover,University of Alabama,,,,,,,,,,,Stephan Meier,Male,,,,,,NA,NA,NA,NA,NA
Stephan Seiler,The Impact of Competition on Management Quality: Evidence from Public Hospitals,Stanford University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,Healthcare Performance and Competition,I1,John Van Reenen,London School of Economics,,,,,,,,,,,STEPHAN SEILER,Male,,,,,,NA,NA,NA,NA,NA
Stephane Verani,From Wall Street to Main Street: The Impact of the Financial Crisis on Consumer Credit Supply,Federal Reserve Board,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Credit and Collateral,G2,Aubhik Khan,Ohio State University,,,,,,,,,,,Stephane Verani,Male,,,,,,NA,NA,NA,NA,NA
Stephanie Schmitt-Grohe,Prudential Policy for Peggers,Columbia University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Liberty Ballroom",American Economic Association,Capital Controls and Macro-Prudential Policies,F4,Mark Spiegel,Federal Reserve Bank of San Francisco,Javier Bianchi,University of Wisconsin-Madison,Alessandro Rebucci,Johns Hopkins University,Xiaodong Zhu,University of Toronto,Suman Basu,International Monetary Fund,,,STEPHANIE SCHMITT-GROHE,Female,STEFANIE SCHMITT-GROHE,,,,,NA,NA,NA,NA,NA
Stephen J. Redding,Firm Heterogeneity and Aggregate Welfare,Princeton University,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 201-B",American Economic Association,"Growth, Innovation and Trade",O4,Paul Romer,New York University,,,,,,,,,,,Stephen J. Redding,Male,STEPHEN REDDING,,,,,NA,NA,NA,NA,NA
Stephen J. Redding,External Integration and Internal Development: Evidence from Argentina 1870-1914,Princeton University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Trade and Development,F1,Stephen Redding,Princeton University,Gilles Duranton,University of Pennsylvania,Brian Kovak,Carnegie Mellon University,David Lagakos,University of California-San Diego,David E. Weinstein,Columbia University,,,Stephen J. Redding,Male,STEPHEN REDDING,,,,,NA,NA,NA,NA,NA
Stephen J. Redding,Missing Gains From Trade?,Princeton University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 103-B",American Economic Association,Gains from Trade When Firms Matter,F1,Pol Antras,Harvard University,Swati Dhingra,London School of Economics,Lorenzo Caliendo,Yale University,Jonathan Eaton,Pennsylvania State University,Gordon H. Hanson,University of California-San Diego,,,Stephen J. Redding,Male,STEPHEN REDDING,,,,,NA,NA,NA,NA,NA
Stephen Machin,"Labour Market Polarization, Urbanization and Skill-Biased Consumption",University College London and London School of Economics,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 202-B",American Economic Association,Employment Structure and Inequality,J2,Francine Blau,Cornell University,Thomas DeLeire,University of Wisonsin-Madison,Sergio Firpo,Sao Paolo School of Economics,,,,,,,STEPHEN MACHIN,Male,,,,,,NA,NA,NA,NA,NA
Stephen Morris,The Limits of Price Discrimination,Princeton University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Micro and Applied Theory: New Modeling Tools and Questions,D5,Stephen Morris,Princeton University,,,,,,,,,,,STEPHEN MORRIS,Male,,,,,,NA,NA,NA,NA,NA
Stephen T. Parente,"Assessing the Impact of Massachusetts Health Reform on the Utilization, Cost, and Outcomes Fee-for-Service Seniors in Medicare: Positive or Negative Externality?",University of Minnesota,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 112-A",Health Economics Research Organization,Implementation of the Affordable Care Act,I1,Michael Chernew,Harvard University,Martin S. Gaynor,Carnegie-Mellon University,Joseph P. Newhouse,Harvard University,Cory S. Capps,"Bates White-Washington, DC",,,,,STEPHEN T. PARENTE,Male,STEPHEN PARENTE,,,,,NA,NA,NA,NA,NA
Steven Bednar,Incorporating Community-Based Learning into a Course on the Economics of Poverty,Elon University,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Research in Economic Education,A2,Gail Hoyt,University of Kentucky,Stephen Wu,Hamilton College,Paul W. Grimes,Pittsburg State University,Sam Allgood,University of Nebraska-Lincoln,William Bosshardt,Florida Atlantic University,,,Steven Bednar,Male,,,,,,NA,NA,NA,NA,NA
Steven Bednar,Career Implications of Having a Female-Friendly Supervisor: Evidence from the NCAA,Elon College,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,Women and Leadership (J16),,Susan Averett,Lafayette College,Pascaline Dupas,Stanford University,Justin Wolfers,University of Michigan,Fidan Ana Kurtulus,University of Massachusetts-Amherst,Amalia R. Miller,University of Virginia,,,Steven Bednar,Male,,,,,,NA,NA,NA,NA,NA
Steven Haider,Racial and Ethnic Infant Mortality Gaps and the Role of SES,Michigan State University,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 107-B",American Economic Association,Racial Disparities,J1,Kevin Lang,Boston University,Lisa B Kahn,Yale University,Johannes Schmieder,Boston University,Patrick Bayer,Duke University,Flavio Cunha,University of Pennsylvania,,,STEVEN HAIDER,Male,,,,,,NA,NA,NA,NA,NA
Steven J. Davis,Why Has U.S. Policy Uncertainty Risen Since 1960?,University of Chicago,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 201-B",American Economic Association,Recessions and Recoveries,E3,Justin Wolfers,University of Michigan,,,,,,,,,,,STEVEN J. DAVIS,Male,STEVEN DAVIS,,,,,NA,NA,NA,NA,NA
Steven J. Davis,Measuring Economic Policy Uncertainty,"University of Chicago, NBER and American Enterprise Institute",Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Measurement and Impacts of Uncertainty,D8,Nicholas Bloom,Stanford University,,,,,,,,,,,STEVEN J. DAVIS,Male,STEVEN DAVIS,,,,,NA,NA,NA,NA,NA
Steven Kaplan,Do Private Equity Funds Game Returns?,University of Chicago,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,Private Equity,G2,David Robinson,Duke University,Laura Lindsey,Arizona State University,Morten Sorensen,Columbia University,Tim Jenkinson,Oxford University,Yael V. Hochberg,Northwestern University,,,STEVEN KAPLAN,Male,,,,,,NA,NA,NA,NA,NA
Steven Laufer,Equity Extraction and Mortgage Default,Federal Reserve Board,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Washington A",American Real Estate & Urban Economic Association,Mortgages 1,G2,Morris Davis,University of Wisconsin,Erwan Quintin,University of Wisconsin,Wilbert van der Klaauw,Federal Reserve Bank of New York,Yongqiang Chu,University South Carolina,Kerry Vandell,University of California-Irvine,,,STEVEN LAUFER,Male,,,,,,NA,NA,NA,NA,NA
Steven Raphael,Effectiveness of State Immigration Laws on Employment Outcomes of Natives,University of California-Berkeley,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Immigration,J1,Jeffrey Groen,US Bureau of Labor Statistics,,,,,,,,,,,Steven Raphael,Male,,,,,,NA,NA,NA,NA,NA
Steven Tadelis,Consumer Heterogeneity and Paid Search Effectiveness: A Large Scale Field Experiment,University of California-Berkeley and eBay Research Labs,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,Economics of Digital Advertising,M3,Justin Rao,Microsoft Research,Michael Grubb,Boston College,Garrett Johnson,Rochester University,David Reiley,"Google, Inc",Tyler Williams,Amazon,,,STEVEN TADELIS,Male,,,,,,NA,NA,NA,NA,NA
Stewart Myers,"The Dynamics of Investment, Payout and Debt",Massachusetts Institute of Technology,Jan 05 2014,10:15 AM,"Loews Philadelphia Hotel, Millennium Hall",American Finance Association,Payout Policy,G3,Roni Michaely,Cornell University,Mark Leary,Washington University-St. Louis,Jean-Charles Rochet,University of Zurich,Michael Roberts,University of Pennsylvania,Anjan Thakor,Washington University-St. Louis,,,STEWART MYERS,Male,,,,,,NA,NA,NA,NA,NA
Stijn Van Nieuwerburgh,The Common Factor in Idiosyncratic Volatility,New York University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Cross-Sectional Variation in Average Returns and Volatilities,G1,Christopher Polk,London School of Economics,Dong Lou,London School of Economics,Jonathan Lewellen,Dartmouth College,Kent Daniel,Columbia University,John Y. Campbell,Harvard University,,,STIJN VAN NIEUWERBURGH,Male,,,,,,NA,NA,NA,NA,NA
Stijn Van Nieuwerburgh,Health and Mortality Delta: Assessing the Welfare Cost of Household Insurance Choice,New York University,Jan 04 2014,2:30 PM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,Household Finance: Retirement-Labor Choices,G1,Adair Morse,University of California-Berkeley,Deborah Lucas,Massachusetts Institute of Technology,Jonathan A. Parker,Northwestern University,Olivia S. Mitchell,University of Pennsylvania,Jonathan Morduch,New York University,,,STIJN VAN NIEUWERBURGH,Male,,,,,,NA,NA,NA,NA,NA
Stuart Gabriel,Fear and Loathing in the Housing Market: Evidence from Search Query Data,University of California-Los Angeles,Jan 05 2014,1:00 PM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Housing Markets and Returns,R3,Paul Carrillo,George Washington University,Jaren Pope,Brigham Young University,Jonathan Rothbaum,US Census Bureau,Benjamin Williams,George Washington University,C. Lockwood Reynolds,Kent State University,,,STUART GABRIEL,Male,,,,,,NA,NA,NA,NA,NA
Stuart Rosenthal,"Homeowner-Entrepreneurs, Housing Capital Gains, and Self-Employment",Syracuse University,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Homeownership,R3,Donald Haurin,Ohio State University,Thomas Davidoff,University of British Columbia,Michael Collins,University of Wisconsin,Steven Bourassa,University of Louisville,Anthony Yezer,George Washington University,,,STUART ROSENTHAL,Male,,,,,,NA,NA,NA,NA,NA
Sumit Agarwal,Collateral Valuation and Borrower Financial Constraints: Evidence from the Residential Real-Estate Market,National University of Singapore,Jan 05 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom C2",American Real Estate & Urban Economic Association/American Finance Association,Information in Real Estate and Mortgage Markets,G1,Stuart Gabriel,University of California-Los Angeles,Stijn Van Nieuwerburgh,New York University,Richard Stanton,University of California-Berkeley,Chester Spatt,Carnegie-Mellon University,Barney Hartman-Glaser,University of California – Los Angeles,,,SUMIT AGARWAL,Male,,,,,,NA,NA,NA,NA,NA
Sumit Agarwal,The Great Recession and Fringe Banking,National University of Singapore,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,The Great Recession's Effect on Well-Being Through Different Prisms,I3,Karen Dynan,Brookings Institution,Katherine Abraham,University of Maryland,"Melvin Stephens, Jr",University of Michigan,,,,,,,SUMIT AGARWAL,Male,,,,,,NA,NA,NA,NA,NA
Sumit Agarwal,Consumption and Debt Response to Unanticipated Income Shocks: Evidence from a Natural Experiment in Singapore,National University of Singapore,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-C",American Economic Association,Consumption and Debt Response to Income Shocks,E2,Christopher Carroll,Johns Hopkins University,Jonathan A. Parker,Northwestern University,David S. Johnson,US Census Bureau,Jane Dokko,Federal Reserve Board,Erik Hurst,University of Chicago,,,SUMIT AGARWAL,Male,,,,,,NA,NA,NA,NA,NA
Sumit Agarwal,The Hidden Peril: The Role of the Condo Loan Market in the Recent Financial Crisis,National University of Singapore,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Millennium Hall",American Finance Association,Real Estate and Mortgages,G2,Karen Pence,Federal Reserve Board,Karen M. Pence,Federal Reserve Board,Ben Keys,University of Chicago,Margarita Tsoutsoura,University of Chicago,Sumit Agarwal,National University of Singapore,,,SUMIT AGARWAL,Male,,,,,,NA,NA,NA,NA,NA
Sunjin Park,Risk and Return Trade-Off in the United States Treasury Markets,University of North Carolina-Chapel Hill,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 202-A",American Economic Association,Topics in Treasury Markets,G1,Monika Piazzesi,Stanford University,Pierluigi Balduzzi,Boston College,Tobias Adrian,Federal Reserve Bank of New York,Torben Andersen,Northwestern University,Gregory Duffee,Johns Hopkins University,,,Sunjin Park,Male,,,,,,NA,NA,NA,NA,NA
Supreet Kaur,Identifying Self Control in Field Data,Columbia University,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 307",Economic Science Association,Identifying Time Preferences from Lab and Field Data,D9,Charles Sprenger,Stanford University,,,,,,,,,,,Supreet Kaur,Female,,,,,,NA,NA,NA,NA,NA
Susan Athey,Designing Large Advertising Markets Where Agents Have Heterogeneous Objectives: A Structural Empirical Approach,"Harvard University, Microsoft Research, and Keystone Strategy",Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,Economics of Digital Advertising,M3,Justin Rao,Microsoft Research,Michael Grubb,Boston College,Garrett Johnson,Rochester University,David Reiley,"Google, Inc",Tyler Williams,Amazon,,,SUSAN ATHEY,Female,,,,,,NA,NA,NA,NA,NA
Susan Athey,Do Noise Traders Drive Momentum? Evidence from Ticker Lookups,Stanford University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,The Analysis of Big Data: New Tools and New Results with Health and Finance Applications,I1,Martin Gaynor,Carnegie Mellon University,,,,,,,,,,,SUSAN ATHEY,Female,,,,,,NA,NA,NA,NA,NA
Susan Niknami,Segregation and Crime,Stockholm University,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 108-B",American Economic Association,Crime & Corruption,K4,Dale Cloninger,University of Houston-Clear Lake,,,,,,,,,,,Susan Niknami,Female,,,,,,NA,NA,NA,NA,NA
Susan Thorp,Die young or live long: modeling subjective survival probabilities,University of Technology Sydney,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 203-B",American Economic Association,Subjective Longevity Risk and Life-Cycle Decision Making,D1,Michael Hurd,RAND,John Piggott,University of New South Wales,Olivia S. Mitchell,University of Pennsylvania,Jeffrey R. Brown,University of Illinois,Tobias Klein,Tilburg University,,,Susan Thorp,Female,,,,,,NA,NA,NA,NA,NA
Susanto Basu,"Technological Progress, the \User Cost of Money\"" and the Real Output of Banks""",Boston College,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 203-A",American Economic Association,Measuring Financial Variables in the System of National Accounts,A1,W. Diewert,University of British Columbia,Susanto Basu,Boston College,Dennis Fixler,Bureau of Economic Analysis,Kim Zieschang,International Monetary Fund,Marshall Reinsdorf,Bureau of Economic Analysis,,,SUSANTO BASU,Male,,,,,,NA,NA,NA,NA,NA
Sydney C. Ludvigson,Measuring Uncertainty,New York University and NBER,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Measurement and Impacts of Uncertainty,D8,Nicholas Bloom,Stanford University,,,,,,,,,,,SYDNEY C. LUDVIGSON,Female,SYDNEY LUDVIGSON,,,,,NA,NA,NA,NA,NA
Sylvain Chassang,"Corruption, Intimidation and Whistleblowing: A Theory of Inference from Unverifiable Reports",Princeton University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 405",Econometric Society,Pragmatic Modeling and Robust Design under Limited Probabilistic Sophistication,D8,Sylvain Chassang,Princeton University,,,,,,,,,,,Sylvain Chassang,Male,,,,,,NA,NA,NA,NA,NA
Takao Kato,Dynamics of the Gender Gap in the Workplace: An Econometric Case Study of a Large Japanese Firm,Colgate University,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 203-A",American Economic Association,Gender Gaps: Occupations and Family Responsibilities,J3,Wayne Grove,Le Moyne College,Per Johansson,Uppsala University and IZA,Ghazala Azmat,"Queen Mary, University of London",Takao Kato,Colgate University,Dora Gicheva,University of North Carolina-Greensboro,,,Takao Kato,Male,,,,,,NA,NA,NA,NA,NA
Tal Gross,The Great Recession and Fringe Banking,Columbia University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,The Great Recession's Effect on Well-Being Through Different Prisms,I3,Karen Dynan,Brookings Institution,Katherine Abraham,University of Maryland,"Melvin Stephens, Jr",University of Michigan,,,,,,,TAL GROSS,Male,,,,,,NA,NA,NA,NA,NA
Tal Gross,Liquidity Constraints and Consumer Bankruptcy: Evidence from Tax Rebates,Columbia University,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-C",American Economic Association,Consumption and Debt Response to Income Shocks,E2,Christopher Carroll,Johns Hopkins University,Jonathan A. Parker,Northwestern University,David S. Johnson,US Census Bureau,Jane Dokko,Federal Reserve Board,Erik Hurst,University of Chicago,,,TAL GROSS,Male,,,,,,NA,NA,NA,NA,NA
Tanju Yorulmazer,"Has Financial Innovation Made the World Riskier? CDS, Regulatory Arbitrage and Systemic Risk",Federal Reserve Bank of New York,Jan 04 2014,2:30 PM,"Loews Philadelphia Hotel, Congress C",Association of Financial Economists,Innovation and Finance,G2,Lemma Senbet,University of Maryland,Daniel Paravisini,London School of Economics,Enrichetta Ravina,Columbia University,Florian Heider,European Central Bank,,,,,TANJU YORULMAZER,Male,,,,,,NA,NA,NA,NA,NA
Tano Santos,Political Credit Cycles: The Case of the Euro Zone,Columbia University,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 201-A",American Economic Association,Teaching the Euro Crisis,F3,Maurice Obstfeld,University of California-Berkeley,Ricardo Reis,Columbia University,Tano Santos,Columbia University,Markus K. Brunnermeier,Princeton University,,,,,TANO SANTOS,Male,,,,,,NA,NA,NA,NA,NA
Tao Li,A Rating-Based Sovereign Credit Risk Model: Theory and Evidence,City University of Hong Kong,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Cross Sectional Asset Pricing,G1,Zhanhui Chen,Nanyang Technological University,,,,,,,,,,,Tao Li,Male,,,,,,NA,NA,NA,NA,NA
Tarun Ramadorai,Getting Better: Learning to Invest in an Emerging Stock Market,University of Oxford,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Household Finance,G1,John Campbell,Harvard University,Tyler Shumway,University of Michigan,Antoinette Shoar,Massachusetts Institute of Technology,Stefan Nagel,Stanford University,Shawn A. Cole,Harvard Business School,,,Tarun Ramadorai,Male,,,,,,NA,NA,NA,NA,NA
Tarun Ramadorai,Volatility Risk Premia and Exchange Rate Predictability,University of Oxford,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,The Currency Carry Trade: New Evidence and Theory,G1,Chris Telmer,Carnegie Mellon University,Matteo Maggiori,New York University,Adrien Verdelhan,Massachusetts Institute of Technology,Tarek Hassan,University of Chicago,Michael Michaux,University of Southern California,,,Tarun Ramadorai,Male,,,,,,NA,NA,NA,NA,NA
Tatyana Deryugina,The Economic Impact of Hurricane Katrina on its Victims: Evidence from Individual Tax Returns,University of Illinois-Urbana-Champaign,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,Economic Impacts of Natural Disasters,Q5,Michael Greenstone,Massachusetts Institute of Technology,Jesse Gregory,University of Wisconsin-Madison,Till von Wachter,University of California-Los Angeles,Chad Syverson,University of Chicago,Emilia Simeonova,Johns Hopkins University,,,Tatyana Deryugina,Female,,,,,,NA,NA,NA,NA,NA
Ted To,Job Dispersion and Compensating Wage Differentials,Bureau of Labor Statistics,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Models of Wage Determination and Wage Dynamics,J3,Christopher Taber,University of Wisconsin-Madison,,,,,,,,,,,TED TO,Male,,,,,,NA,NA,NA,NA,NA
Teevrat Garg,Can State Level Renewable Portfolio Standards Reduce Emissions and Foster Local Economic Booms?,Cornell University,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 204-A",American Economic Association,"Energy, Environment, and Local Economic Spillovers",Q4,Don Fullerton,University of Illinois,Christopher Timmins,Duke University,Nathaniel Baum-Snow,Brown University,David H. Autor,Massachusetts Institute of Technology,Don Fullerton,University of Illinois,,,Teevrat Garg,Male,,,,,,NA,NA,NA,NA,NA
